,trip_date,time_indicator,trips,Day,Weekday ,Holiday ,Month,Season
572,19/12/19,AM Period,11246,THURSDAY,WEEKDAY,0,12,Winter
657,19/12/19,Lunch Period,11668,THURSDAY,WEEKDAY,0,12,Winter
879,19/12/19,Night,11107,THURSDAY,WEEKDAY,0,12,Winter
249,20/12/19,AM Period,9383,FRIDAY,WEEKDAY,0,12,Winter
715,20/12/19,Lunch Period,10771,FRIDAY,WEEKDAY,0,12,Winter
821,20/12/19,PM Period,20699,FRIDAY,WEEKDAY,0,12,Winter
1238,20/12/19,Night,11282,FRIDAY,WEEKDAY,0,12,Winter
51,21/12/19,Night,11714,SATURDAY,WEEKEND,0,12,Winter
616,21/12/19,AM Period,3444,SATURDAY,WEEKEND,0,12,Winter
1240,21/12/19,PM Period,10961,SATURDAY,WEEKEND,0,12,Winter
1345,21/12/19,Lunch Period,5178,SATURDAY,WEEKEND,0,12,Winter
474,22/12/19,AM Period,3373,SUNDAY,WEEKEND,0,12,Winter
1200,22/12/19,PM Period,8803,SUNDAY,WEEKEND,0,12,Winter
1294,22/12/19,Lunch Period,4373,SUNDAY,WEEKEND,0,12,Winter
1297,22/12/19,Night,9895,SUNDAY,WEEKEND,0,12,Winter
766,23/12/19,AM Period,6332,MONDAY,WEEKDAY,0,12,Winter
877,23/12/19,Night,5300,MONDAY,WEEKDAY,0,12,Winter
1034,23/12/19,Lunch Period,7707,MONDAY,WEEKDAY,0,12,Winter
1403,23/12/19,PM Period,13658,MONDAY,WEEKDAY,0,12,Winter
207,24/12/19,Lunch Period,5031,TUESDAY,WEEKDAY,0,12,Winter
247,24/12/19,PM Period,6832,TUESDAY,WEEKDAY,0,12,Winter
316,24/12/19,AM Period,3748,TUESDAY,WEEKDAY,0,12,Winter
819,24/12/19,Night,3464,TUESDAY,WEEKDAY,0,12,Winter
52,25/12/19,Lunch Period,1676,WEDNESDAY,WEEKDAY,1,12,Winter
250,25/12/19,PM Period,3162,WEDNESDAY,WEEKDAY,1,12,Winter
882,25/12/19,AM Period,1271,WEDNESDAY,WEEKDAY,1,12,Winter
1299,25/12/19,Night,2514,WEDNESDAY,WEEKDAY,1,12,Winter
317,26/12/19,PM Period,9289,THURSDAY,WEEKDAY,0,12,Winter
765,26/12/19,Night,4165,THURSDAY,WEEKDAY,0,12,Winter
1036,26/12/19,Lunch Period,4577,THURSDAY,WEEKDAY,0,12,Winter
1406,26/12/19,AM Period,3749,THURSDAY,WEEKDAY,0,12,Winter
248,27/12/19,PM Period,12471,FRIDAY,WEEKDAY,0,12,Winter
615,27/12/19,AM Period,4739,FRIDAY,WEEKDAY,0,12,Winter
820,27/12/19,Lunch Period,6373,FRIDAY,WEEKDAY,0,12,Winter
1405,27/12/19,Night,6429,FRIDAY,WEEKDAY,0,12,Winter
988,28/12/19,PM Period,9405,SATURDAY,WEEKEND,0,12,Winter
1037,28/12/19,Lunch Period,4426,SATURDAY,WEEKEND,0,12,Winter
1241,28/12/19,Night,8844,SATURDAY,WEEKEND,0,12,Winter
1455,28/12/19,AM Period,2678,SATURDAY,WEEKEND,0,12,Winter
661,29/12/19,AM Period,2676,SUNDAY,WEEKEND,0,12,Winter
716,29/12/19,Lunch Period,3612,SUNDAY,WEEKEND,0,12,Winter
1143,29/12/19,Night,8200,SUNDAY,WEEKEND,0,12,Winter
1342,29/12/19,PM Period,7007,SUNDAY,WEEKEND,0,12,Winter
329,30/12/19,Night,5684,MONDAY,WEEKDAY,0,12,Winter
776,30/12/19,AM Period,5656,MONDAY,WEEKDAY,0,12,Winter
893,30/12/19,Lunch Period,6717,MONDAY,WEEKDAY,0,12,Winter
1310,30/12/19,PM Period,12497,MONDAY,WEEKDAY,0,12,Winter
530,31/12/19,Night,215,TUESDAY,WEEKDAY,0,12,Winter
