,pickup_community_area,pickup_ca,start_hour,cal_day_desc,average_speed,total_trips,avg_trips
1276,60,BRIDGEPORT,8,Weekdays,21.67133465,188,1.620689655
1277,57,ARCHER HEIGHTS,10,Weekdays,33.12929591,70,0.603448276
1278,72,BEVERLY,1,Weekend/Holidays,47.26214876,2,0.017241379
1279,73,WASHINGTON HEIGHTS,16,Weekdays,29.75032246,76,0.655172414
1280,70,ASHBURN,15,Weekdays,19.07129512,106,0.913793103
1281,68,ENGLEWOOD,7,Weekend/Holidays,40.23507784,24,0.206896552
1282,23,HUMBOLDT PARK,23,Weekend/Holidays,22.68708648,66,0.568965517
1283,53,WEST PULLMAN,19,Weekend/Holidays,44.39871445,28,0.24137931
1284,23,HUMBOLDT PARK,5,Weekdays,28.54774198,72,0.620689655
1285,68,ENGLEWOOD,6,Weekdays,37.33117061,79,0.681034483
1286,67,WEST ENGLEWOOD,18,Weekend/Holidays,34.04723727,38,0.327586207
1287,55,HEGEWISCH,11,Weekdays,54.68294863,30,0.25862069
1288,44,CHATHAM,12,Weekend/Holidays,22.90920483,163,1.405172414
1289,50,PULLMAN,10,Weekdays,34.72385287,101,0.870689655
1290,68,ENGLEWOOD,23,Weekend/Holidays,4.51077662,15,0.129310345
1291,12,FOREST GLEN,21,Weekend/Holidays,29.09507984,35,0.301724138
1292,30,SOUTH LAWNDALE,20,Weekdays,14.58764088,86,0.74137931
1293,73,WASHINGTON HEIGHTS,19,Weekdays,18.0246848,55,0.474137931
1294,47,BURNSIDE,19,Weekdays,25.73575692,11,0.094827586
1295,40,WASHINGTON PARK,19,Weekdays,22.11677515,90,0.775862069
1296,62,WEST ELSDON,17,Weekdays,26.86361893,38,0.327586207
1297,52,EAST SIDE,8,Weekdays,35.18961531,36,0.310344828
1298,50,PULLMAN,17,Weekdays,15.6807007,32,0.275862069
1299,47,BURNSIDE,16,Weekend/Holidays,35.44436757,7,0.060344828
1300,27,EAST GARFIELD PARK,9,Weekend/Holidays,34.43559849,87,0.75
1301,9,EDISON PARK,10,Weekdays,33.33175822,33,0.284482759
1302,8,NEAR NORTH SIDE,23,Weekend/Holidays,16.45986119,52445,452.112069
1303,3,UPTOWN,6,Weekend/Holidays,35.33824683,980,8.448275862
1304,20,HERMOSA,21,Weekend/Holidays,19.50265059,56,0.482758621
1305,22,LOGAN SQUARE,0,Weekend/Holidays,22.03446503,2646,22.81034483
1306,73,WASHINGTON HEIGHTS,2,Weekend/Holidays,76.28478962,38,0.327586207
1307,65,WEST LAWN,6,Weekend/Holidays,28.068096,3,0.025862069
1308,56,GARFIELD RIDGE,22,Weekend/Holidays,39.81277657,5202,44.84482759
1309,69,GREATER GRAND CROSSING,7,Weekend/Holidays,49.56136301,70,0.603448276
1310,13,NORTH PARK,11,Weekend/Holidays,21.45965004,165,1.422413793
1311,41,HYDE PARK,22,Weekdays,18.90150685,465,4.00862069
1312,73,WASHINGTON HEIGHTS,8,Weekend/Holidays,48.5643698,79,0.681034483
1313,17,DUNNING,7,Weekend/Holidays,35.84345239,47,0.405172414
1314,17,DUNNING,13,Weekend/Holidays,21.99095946,50,0.431034483
1315,13,NORTH PARK,4,Weekend/Holidays,21.32948001,62,0.534482759
1316,74,MOUNT GREENWOOD,7,Weekdays,30.10382887,25,0.215517241
1317,48,CALUMET HEIGHTS,9,Weekend/Holidays,39.23649247,49,0.422413793
1318,45,AVALON PARK,6,Weekend/Holidays,57.06884888,6,0.051724138
1319,22,LOGAN SQUARE,21,Weekend/Holidays,18.13170881,754,6.5
1320,40,WASHINGTON PARK,17,Weekdays,20.52443252,104,0.896551724
1321,72,BEVERLY,0,Weekdays,37.88744249,8,0.068965517
1322,60,BRIDGEPORT,6,Weekdays,27.30213115,258,2.224137931
1323,17,DUNNING,12,Weekend/Holidays,21.59763346,51,0.439655172
1324,44,CHATHAM,21,Weekend/Holidays,25.94670181,69,0.594827586
1325,51,SOUTH DEERING,11,Weekend/Holidays,37.4691688,48,0.413793103
1326,37,FULLER PARK,10,Weekend/Holidays,21.63826318,66,0.568965517
1327,72,BEVERLY,16,Weekdays,22.25491749,39,0.336206897
1328,64,CLEARING,20,Weekdays,34.79423478,26,0.224137931
1329,23,HUMBOLDT PARK,17,Weekend/Holidays,26.00095004,122,1.051724138
1330,30,SOUTH LAWNDALE,23,Weekend/Holidays,27.48919866,22,0.189655172
1331,26,WEST GARFIELD PARK,19,Weekdays,30.49899691,62,0.534482759
1332,20,HERMOSA,19,Weekend/Holidays,24.30068096,17,0.146551724
1333,30,SOUTH LAWNDALE,17,Weekend/Holidays,21.07823189,37,0.318965517
1334,27,EAST GARFIELD PARK,21,Weekend/Holidays,35.87457088,39,0.336206897
1335,38,GRAND BOULEVARD,2,Weekdays,27.70501235,57,0.49137931
1336,40,WASHINGTON PARK,0,Weekdays,35.30823969,13,0.112068966
1337,67,WEST ENGLEWOOD,7,Weekdays,20.27022422,150,1.293103448
1338,50,PULLMAN,10,Weekend/Holidays,37.39064148,33,0.284482759
1339,44,CHATHAM,11,Weekend/Holidays,23.53043953,173,1.49137931
1340,72,BEVERLY,9,Weekdays,34.24665862,40,0.344827586
1341,68,ENGLEWOOD,13,Weekend/Holidays,32.43766222,122,1.051724138
1342,12,FOREST GLEN,22,Weekdays,15.54082641,91,0.784482759
1343,53,WEST PULLMAN,22,Weekend/Holidays,52.47638945,22,0.189655172
1344,72,BEVERLY,11,Weekend/Holidays,29.79627057,29,0.25
1345,36,OAKLAND,13,Weekend/Holidays,22.65040766,59,0.50862069
1346,65,WEST LAWN,7,Weekdays,23.93481495,38,0.327586207
1347,48,CALUMET HEIGHTS,18,Weekdays,25.67208371,65,0.560344828
1348,55,HEGEWISCH,14,Weekend/Holidays,53.23622251,4,0.034482759
1349,35,DOUGLAS,3,Weekdays,40.81339757,84,0.724137931
1350,57,ARCHER HEIGHTS,3,Weekdays,48.16121617,10,0.086206897
1351,60,BRIDGEPORT,19,Weekdays,16.60283229,157,1.353448276
1352,36,OAKLAND,7,Weekend/Holidays,30.39836509,46,0.396551724
1353,13,NORTH PARK,2,Weekend/Holidays,24.21062566,56,0.482758621
1354,59,MCKINLEY PARK,17,Weekend/Holidays,16.04695784,10,0.086206897
1355,38,GRAND BOULEVARD,19,Weekend/Holidays,14.7431049,136,1.172413793
1356,67,WEST ENGLEWOOD,22,Weekend/Holidays,37.05035797,18,0.155172414
1357,21,AVONDALE,8,Weekend/Holidays,24.54375055,204,1.75862069
1358,53,WEST PULLMAN,13,Weekdays,37.32599518,181,1.560344828
1359,63,GAGE PARK,16,Weekdays,15.70772696,35,0.301724138
1360,60,BRIDGEPORT,23,Weekdays,26.03513153,103,0.887931034
1361,73,WASHINGTON HEIGHTS,20,Weekdays,35.2042925,101,0.870689655
1362,40,WASHINGTON PARK,16,Weekend/Holidays,27.59870307,54,0.465517241
1363,27,EAST GARFIELD PARK,4,Weekdays,54.67417282,33,0.284482759
1364,56,GARFIELD RIDGE,5,Weekend/Holidays,29.49383787,125,1.077586207
1365,43,SOUTH SHORE,22,Weekend/Holidays,34.35212375,70,0.603448276
1366,34,ARMOUR SQUARE,4,Weekdays,20.07091158,87,0.75
1367,72,BEVERLY,17,Weekend/Holidays,20.7646281,15,0.129310345
1368,31,LOWER WEST SIDE,9,Weekdays,17.86114568,374,3.224137931
1369,31,LOWER WEST SIDE,14,Weekend/Holidays,20.0584452,116,1
1370,50,PULLMAN,20,Weekdays,40.02712403,27,0.232758621
1371,17,DUNNING,16,Weekend/Holidays,20.4479096,48,0.413793103
1372,66,CHICAGO LAWN,21,Weekend/Holidays,34.11012609,28,0.24137931
1373,67,WEST ENGLEWOOD,17,Weekend/Holidays,36.85057141,35,0.301724138
1374,27,EAST GARFIELD PARK,2,Weekdays,43.06404396,34,0.293103448
1375,10,NORWOOD PARK,4,Weekend/Holidays,30.60779642,54,0.465517241
1376,31,LOWER WEST SIDE,18,Weekend/Holidays,19.67210777,101,0.870689655
1377,64,CLEARING,3,Weekend/Holidays,57.87275464,3,0.025862069
1378,39,KENWOOD,2,Weekdays,37.09160875,34,0.293103448
1379,70,ASHBURN,6,Weekdays,31.63325449,84,0.724137931
1380,23,HUMBOLDT PARK,0,Weekend/Holidays,23.26479142,71,0.612068966
1381,65,WEST LAWN,14,Weekdays,26.4040184,58,0.5
1382,65,WEST LAWN,0,Weekend/Holidays,33.39750454,4,0.034482759
1383,19,BELMONT CRAGIN,20,Weekend/Holidays,21.175662,84,0.724137931
1384,27,EAST GARFIELD PARK,23,Weekend/Holidays,32.16656406,31,0.267241379
1385,26,WEST GARFIELD PARK,5,Weekend/Holidays,26.72326713,14,0.120689655
1386,47,BURNSIDE,4,Weekend/Holidays,62.35490083,36,0.310344828
1387,40,WASHINGTON PARK,0,Weekend/Holidays,25.03856283,19,0.163793103
1388,2,WEST RIDGE,19,Weekend/Holidays,13.69551442,632,5.448275862
1389,46,SOUTH CHICAGO,3,Weekdays,48.54851892,60,0.517241379
1390,61,NEW CITY,0,Weekdays,40.10089843,17,0.146551724
1391,46,SOUTH CHICAGO,16,Weekend/Holidays,33.94253297,32,0.275862069
1392,51,SOUTH DEERING,12,Weekend/Holidays,35.46857547,61,0.525862069
1393,67,WEST ENGLEWOOD,16,Weekend/Holidays,10.01703037,35,0.301724138
1394,34,ARMOUR SQUARE,13,Weekend/Holidays,25.07409382,254,2.189655172
1395,59,MCKINLEY PARK,17,Weekdays,17.93405692,59,0.50862069
1396,64,CLEARING,13,Weekend/Holidays,30.9211422,11,0.094827586
1397,10,NORWOOD PARK,1,Weekend/Holidays,40.48140361,45,0.387931034
1398,45,AVALON PARK,10,Weekend/Holidays,26.60400871,42,0.362068966
1399,37,FULLER PARK,15,Weekend/Holidays,27.80919123,43,0.370689655
1400,67,WEST ENGLEWOOD,21,Weekdays,40.22198775,60,0.517241379
1401,59,MCKINLEY PARK,20,Weekend/Holidays,25.43837628,17,0.146551724
1402,73,WASHINGTON HEIGHTS,7,Weekend/Holidays,48.5112412,85,0.732758621
1403,18,MONTCLARE,1,Weekend/Holidays,30.38471133,8,0.068965517
1404,27,EAST GARFIELD PARK,22,Weekdays,16.54004898,68,0.586206897
1405,68,ENGLEWOOD,0,Weekdays,46.66606541,19,0.163793103
1406,71,AUBURN GRESHAM,19,Weekdays,33.17316523,66,0.568965517
1407,46,SOUTH CHICAGO,21,Weekend/Holidays,27.26344048,23,0.198275862
1408,1,ROGERS PARK,15,Weekend/Holidays,27.29942424,605,5.215517241
1409,9,EDISON PARK,14,Weekend/Holidays,31.48852425,8,0.068965517
1410,29,NORTH LAWNDALE,6,Weekend/Holidays,44.83787149,47,0.405172414
1411,57,ARCHER HEIGHTS,11,Weekend/Holidays,31.9478477,15,0.129310345
1412,19,BELMONT CRAGIN,22,Weekdays,22.02999444,134,1.155172414
1413,37,FULLER PARK,23,Weekdays,37.2861733,26,0.224137931
1414,73,WASHINGTON HEIGHTS,9,Weekend/Holidays,41.8742553,77,0.663793103
1415,69,GREATER GRAND CROSSING,2,Weekend/Holidays,48.79780947,19,0.163793103
1416,52,EAST SIDE,21,Weekend/Holidays,34.57311632,8,0.068965517
1417,35,DOUGLAS,0,Weekend/Holidays,13.91491914,120,1.034482759
1418,32,LOOP,6,Weekend/Holidays,41.13462664,6809,58.69827586
1419,60,BRIDGEPORT,4,Weekdays,44.59773609,38,0.327586207
1420,73,WASHINGTON HEIGHTS,6,Weekend/Holidays,46.02338925,28,0.24137931
1421,21,AVONDALE,17,Weekend/Holidays,17.94109969,339,2.922413793
1422,35,DOUGLAS,4,Weekdays,32.56490154,131,1.129310345
1423,26,WEST GARFIELD PARK,20,Weekdays,29.55706602,75,0.646551724
1424,19,BELMONT CRAGIN,23,Weekend/Holidays,17.35631355,89,0.767241379
1425,46,SOUTH CHICAGO,18,Weekend/Holidays,38.87080404,48,0.413793103
1426,45,AVALON PARK,20,Weekdays,18.83905699,37,0.318965517
1427,45,AVALON PARK,6,Weekdays,37.7528281,54,0.465517241
1428,25,AUSTIN,20,Weekend/Holidays,18.83949978,84,0.724137931
1429,50,PULLMAN,16,Weekdays,37.73127181,44,0.379310345
1430,26,WEST GARFIELD PARK,16,Weekdays,24.65154274,71,0.612068966
1431,31,LOWER WEST SIDE,0,Weekend/Holidays,23.88802125,210,1.810344828
1432,45,AVALON PARK,16,Weekend/Holidays,36.63167239,24,0.206896552
1433,65,WEST LAWN,17,Weekend/Holidays,19.21127176,20,0.172413793
1434,65,WEST LAWN,4,Weekend/Holidays,37.1666867,5,0.043103448
1435,19,BELMONT CRAGIN,12,Weekend/Holidays,17.12739965,117,1.00862069
1436,63,GAGE PARK,18,Weekdays,20.96844368,47,0.405172414
1437,66,CHICAGO LAWN,7,Weekend/Holidays,20.16531795,17,0.146551724
1438,45,AVALON PARK,7,Weekdays,30.96241822,129,1.112068966
1439,66,CHICAGO LAWN,14,Weekend/Holidays,22.32278566,32,0.275862069
1440,30,SOUTH LAWNDALE,22,Weekend/Holidays,28.96374406,26,0.224137931
1441,53,WEST PULLMAN,13,Weekend/Holidays,36.24120158,115,0.99137931
1442,50,PULLMAN,6,Weekend/Holidays,50.92382022,10,0.086206897
1443,29,NORTH LAWNDALE,12,Weekdays,24.2683615,314,2.706896552
1444,45,AVALON PARK,11,Weekend/Holidays,26.5700521,60,0.517241379
1445,57,ARCHER HEIGHTS,16,Weekdays,10.42840178,25,0.215517241
1446,12,FOREST GLEN,12,Weekend/Holidays,25.04352252,67,0.577586207
1447,51,SOUTH DEERING,18,Weekdays,35.06744154,51,0.439655172
1448,61,NEW CITY,22,Weekend/Holidays,35.81214722,15,0.129310345
1449,18,MONTCLARE,17,Weekdays,19.68405332,32,0.275862069
1450,63,GAGE PARK,15,Weekdays,14.71870423,32,0.275862069
1451,70,ASHBURN,15,Weekend/Holidays,22.0515392,40,0.344827586
1452,72,BEVERLY,2,Weekdays,77.28,3,0.025862069
1453,29,NORTH LAWNDALE,8,Weekend/Holidays,37.44204105,34,0.293103448
1454,40,WASHINGTON PARK,1,Weekdays,24.61415794,8,0.068965517
1455,26,WEST GARFIELD PARK,3,Weekend/Holidays,38.44999072,10,0.086206897
1456,10,NORWOOD PARK,22,Weekdays,22.35777958,155,1.336206897
1457,72,BEVERLY,18,Weekdays,29.31989358,35,0.301724138
1458,18,MONTCLARE,0,Weekend/Holidays,9.855959429,8,0.068965517
1459,54,RIVERDALE,5,Weekdays,55.16340719,21,0.181034483
1460,51,SOUTH DEERING,7,Weekend/Holidays,59.96435955,42,0.362068966
1461,44,CHATHAM,8,Weekend/Holidays,37.52672699,95,0.818965517
1462,74,MOUNT GREENWOOD,11,Weekdays,27.02748931,41,0.353448276
1463,41,HYDE PARK,3,Weekend/Holidays,36.55355973,25,0.215517241
1464,53,WEST PULLMAN,23,Weekend/Holidays,53.99997086,16,0.137931034
1465,18,MONTCLARE,21,Weekend/Holidays,41.87219697,8,0.068965517
1466,3,UPTOWN,8,Weekend/Holidays,26.75008192,1659,14.30172414
1467,12,FOREST GLEN,13,Weekend/Holidays,25.03794261,55,0.474137931
1468,65,WEST LAWN,13,Weekdays,26.36644973,49,0.422413793
1469,68,ENGLEWOOD,5,Weekdays,34.45460908,55,0.474137931
1470,41,HYDE PARK,2,Weekend/Holidays,35.22184615,17,0.146551724
1471,12,FOREST GLEN,22,Weekend/Holidays,26.51485732,42,0.362068966
1472,48,CALUMET HEIGHTS,7,Weekend/Holidays,38.87360437,79,0.681034483
1473,25,AUSTIN,1,Weekend/Holidays,34.44995357,52,0.448275862
1474,61,NEW CITY,19,Weekdays,22.93529622,56,0.482758621
1475,52,EAST SIDE,14,Weekdays,31.62558919,17,0.146551724
1476,68,ENGLEWOOD,0,Weekend/Holidays,38.00981537,13,0.112068966
1477,69,GREATER GRAND CROSSING,21,Weekend/Holidays,17.52694067,33,0.284482759
1478,12,FOREST GLEN,8,Weekend/Holidays,34.3208017,36,0.310344828
1479,18,MONTCLARE,22,Weekdays,33.4339756,12,0.103448276
1480,62,WEST ELSDON,13,Weekdays,24.88984523,66,0.568965517
1481,52,EAST SIDE,9,Weekdays,25.69274422,18,0.155172414
1482,62,WEST ELSDON,14,Weekend/Holidays,21.04760267,24,0.206896552
1483,66,CHICAGO LAWN,11,Weekend/Holidays,31.04064558,20,0.172413793
1484,55,HEGEWISCH,17,Weekdays,29.18043804,19,0.163793103
1485,29,NORTH LAWNDALE,1,Weekdays,19.83004054,22,0.189655172
1486,30,SOUTH LAWNDALE,2,Weekend/Holidays,26.61952686,16,0.137931034
1487,41,HYDE PARK,1,Weekdays,18.40733975,39,0.336206897
1488,53,WEST PULLMAN,5,Weekend/Holidays,65.86563128,40,0.344827586
1489,31,LOWER WEST SIDE,5,Weekend/Holidays,31.35799971,79,0.681034483
1490,20,HERMOSA,13,Weekend/Holidays,17.7279184,45,0.387931034
1491,12,FOREST GLEN,0,Weekdays,20.96326393,48,0.413793103
1492,73,WASHINGTON HEIGHTS,23,Weekend/Holidays,30.46255402,18,0.155172414
1493,67,WEST ENGLEWOOD,2,Weekdays,19.87820225,5,0.043103448
1494,58,BRIGHTON PARK,19,Weekend/Holidays,29.19086916,14,0.120689655
1495,57,ARCHER HEIGHTS,4,Weekend/Holidays,63.23971765,3,0.025862069
1496,57,ARCHER HEIGHTS,14,Weekdays,26.88624711,36,0.310344828
1497,30,SOUTH LAWNDALE,7,Weekend/Holidays,26.79376064,7,0.060344828
1498,44,CHATHAM,3,Weekend/Holidays,65.85712575,21,0.181034483
1499,44,CHATHAM,4,Weekend/Holidays,44.84077067,28,0.24137931
1500,40,WASHINGTON PARK,23,Weekdays,30.03296884,39,0.336206897
1501,37,FULLER PARK,14,Weekend/Holidays,34.16302404,43,0.370689655
1502,65,WEST LAWN,23,Weekend/Holidays,30.09808339,12,0.103448276
1503,25,AUSTIN,4,Weekend/Holidays,37.6136352,54,0.465517241
1504,74,MOUNT GREENWOOD,18,Weekdays,31.29597889,8,0.068965517
1505,44,CHATHAM,1,Weekend/Holidays,35.61432419,14,0.120689655
1506,50,PULLMAN,22,Weekdays,57.07928609,24,0.206896552
1507,73,WASHINGTON HEIGHTS,23,Weekdays,14.60225075,36,0.310344828
1508,69,GREATER GRAND CROSSING,18,Weekend/Holidays,17.51504797,56,0.482758621
1509,71,AUBURN GRESHAM,6,Weekend/Holidays,42.89585249,22,0.189655172
1510,73,WASHINGTON HEIGHTS,18,Weekend/Holidays,39.5282022,42,0.362068966
1511,74,MOUNT GREENWOOD,9,Weekdays,40.03786549,13,0.112068966
1512,52,EAST SIDE,7,Weekdays,32.12581098,36,0.310344828
1513,30,SOUTH LAWNDALE,4,Weekend/Holidays,30.12881705,27,0.232758621
1514,71,AUBURN GRESHAM,4,Weekend/Holidays,48.99430758,32,0.275862069
1515,62,WEST ELSDON,12,Weekend/Holidays,29.17717598,13,0.112068966
1516,64,CLEARING,14,Weekend/Holidays,36.97109078,18,0.155172414
1517,63,GAGE PARK,8,Weekend/Holidays,21.68874224,14,0.120689655
1518,64,CLEARING,12,Weekend/Holidays,32.57689188,13,0.112068966
1519,62,WEST ELSDON,0,Weekdays,50.41398406,13,0.112068966
1520,47,BURNSIDE,15,Weekdays,31.01362054,128,1.103448276
1521,61,NEW CITY,1,Weekend/Holidays,35.77495418,8,0.068965517
1522,47,BURNSIDE,11,Weekend/Holidays,45.26715984,13,0.112068966
1523,73,WASHINGTON HEIGHTS,19,Weekend/Holidays,31.45497202,32,0.275862069
1524,49,ROSELAND,0,Weekend/Holidays,41.78433744,19,0.163793103
1525,50,PULLMAN,0,Weekdays,64.70730504,6,0.051724138
1526,74,MOUNT GREENWOOD,6,Weekdays,34.40413298,49,0.422413793
1527,18,MONTCLARE,20,Weekdays,26.63099418,23,0.198275862
1528,52,EAST SIDE,11,Weekdays,39.94274341,22,0.189655172
1529,45,AVALON PARK,18,Weekdays,25.36752254,39,0.336206897
1530,45,AVALON PARK,14,Weekend/Holidays,11.35727546,48,0.413793103
1531,50,PULLMAN,19,Weekdays,5.979538874,20,0.172413793
1532,42,WOODLAWN,14,Weekend/Holidays,25.71956483,206,1.775862069
1533,58,BRIGHTON PARK,10,Weekdays,23.80214703,164,1.413793103
1534,50,PULLMAN,16,Weekend/Holidays,56.30457963,14,0.120689655
1535,64,CLEARING,23,Weekend/Holidays,13.116337,11,0.094827586
1536,9,EDISON PARK,20,Weekdays,31.89041028,8,0.068965517
1537,50,PULLMAN,4,Weekdays,32.02444149,12,0.103448276
1538,36,OAKLAND,0,Weekend/Holidays,35.87411664,13,0.112068966
1539,62,WEST ELSDON,19,Weekend/Holidays,28.26044902,29,0.25
1540,60,BRIDGEPORT,18,Weekend/Holidays,22.98878049,73,0.629310345
1541,23,HUMBOLDT PARK,16,Weekend/Holidays,25.58264071,116,1
1542,9,EDISON PARK,19,Weekend/Holidays,38.57042243,7,0.060344828
1543,9,EDISON PARK,18,Weekdays,11.58812797,26,0.224137931
1544,72,BEVERLY,15,Weekdays,29.46100096,71,0.612068966
1545,51,SOUTH DEERING,13,Weekend/Holidays,38.09605494,57,0.49137931
1546,51,SOUTH DEERING,6,Weekend/Holidays,63.02754098,8,0.068965517
1547,57,ARCHER HEIGHTS,0,Weekdays,46.33345888,7,0.060344828
1548,65,WEST LAWN,22,Weekend/Holidays,17.79596029,8,0.068965517
1549,47,BURNSIDE,12,Weekend/Holidays,24.29868918,6,0.051724138
1550,59,MCKINLEY PARK,13,Weekend/Holidays,19.08127962,20,0.172413793
1551,44,CHATHAM,1,Weekdays,36.72835547,22,0.189655172
1552,61,NEW CITY,5,Weekend/Holidays,39.0973245,13,0.112068966
1553,67,WEST ENGLEWOOD,11,Weekend/Holidays,28.22511048,38,0.327586207
1554,65,WEST LAWN,12,Weekend/Holidays,26.80279186,19,0.163793103
1555,72,BEVERLY,4,Weekdays,46.69850053,2,0.017241379
1556,52,EAST SIDE,19,Weekend/Holidays,47.93033233,3,0.025862069
1557,65,WEST LAWN,21,Weekdays,38.05107424,36,0.310344828
1558,59,MCKINLEY PARK,16,Weekend/Holidays,22.94647059,24,0.206896552
1559,57,ARCHER HEIGHTS,5,Weekdays,36.94086232,22,0.189655172
1560,45,AVALON PARK,3,Weekend/Holidays,66.6081189,13,0.112068966
1561,43,SOUTH SHORE,2,Weekend/Holidays,54.59651585,45,0.387931034
1562,72,BEVERLY,12,Weekend/Holidays,34.69371925,14,0.120689655
1563,9,EDISON PARK,22,Weekdays,26.4702498,10,0.086206897
1564,30,SOUTH LAWNDALE,0,Weekdays,17.60596265,37,0.318965517
1565,64,CLEARING,22,Weekend/Holidays,43.49110846,6,0.051724138
1566,42,WOODLAWN,5,Weekend/Holidays,22.69209438,32,0.275862069
1567,63,GAGE PARK,1,Weekdays,31.32564907,7,0.060344828
1568,64,CLEARING,10,Weekend/Holidays,36.07841701,13,0.112068966
1569,29,NORTH LAWNDALE,5,Weekdays,32.89050949,69,0.594827586
1570,71,AUBURN GRESHAM,23,Weekdays,40.25016525,29,0.25
1571,23,HUMBOLDT PARK,2,Weekend/Holidays,12.09765641,111,0.956896552
1572,27,EAST GARFIELD PARK,5,Weekend/Holidays,10.69072069,16,0.137931034
1573,9,EDISON PARK,19,Weekdays,32.1231423,14,0.120689655
1574,65,WEST LAWN,23,Weekdays,36.99468921,8,0.068965517
1575,47,BURNSIDE,5,Weekdays,43.30124491,27,0.232758621
1576,72,BEVERLY,15,Weekend/Holidays,35.49878453,20,0.172413793
1577,50,PULLMAN,21,Weekend/Holidays,49.7248096,11,0.094827586
1578,27,EAST GARFIELD PARK,1,Weekdays,4.29305806,26,0.224137931
1579,20,HERMOSA,20,Weekend/Holidays,27.26123331,33,0.284482759
1580,57,ARCHER HEIGHTS,17,Weekdays,29.84086396,39,0.336206897
1581,20,HERMOSA,2,Weekend/Holidays,21.10495046,48,0.413793103
1582,63,GAGE PARK,19,Weekdays,19.37128378,24,0.206896552
1583,54,RIVERDALE,11,Weekdays,61.93497743,38,0.327586207
1584,45,AVALON PARK,13,Weekend/Holidays,20.80594354,36,0.310344828
1585,31,LOWER WEST SIDE,1,Weekdays,27.09041517,88,0.75862069
1586,63,GAGE PARK,4,Weekend/Holidays,1.182857143,2,0.017241379
1587,71,AUBURN GRESHAM,20,Weekend/Holidays,42.00189242,63,0.543103448
1588,70,ASHBURN,12,Weekend/Holidays,25.37079803,39,0.336206897
1589,71,AUBURN GRESHAM,22,Weekend/Holidays,32.2284646,56,0.482758621
1590,37,FULLER PARK,1,Weekdays,37.68319728,17,0.146551724
1591,74,MOUNT GREENWOOD,19,Weekdays,22.54669439,5,0.043103448
1592,50,PULLMAN,7,Weekend/Holidays,62.7610445,18,0.155172414
1593,62,WEST ELSDON,5,Weekdays,34.47138068,9,0.077586207
1594,72,BEVERLY,13,Weekend/Holidays,34.10369913,20,0.172413793
1595,37,FULLER PARK,7,Weekend/Holidays,7.789799823,28,0.24137931
1596,12,FOREST GLEN,20,Weekend/Holidays,34.47399257,54,0.465517241
1597,64,CLEARING,11,Weekend/Holidays,22.80662523,26,0.224137931
1598,45,AVALON PARK,4,Weekdays,54.20186817,31,0.267241379
1599,65,WEST LAWN,9,Weekend/Holidays,30.46301408,15,0.129310345
1600,9,EDISON PARK,7,Weekend/Holidays,4.88501139,2,0.017241379
1601,74,MOUNT GREENWOOD,5,Weekend/Holidays,69.37999514,2,0.017241379
1602,12,FOREST GLEN,19,Weekend/Holidays,27.47719664,24,0.206896552
1603,45,AVALON PARK,16,Weekdays,26.29097471,81,0.698275862
1604,62,WEST ELSDON,23,Weekdays,33.46116667,15,0.129310345
1605,74,MOUNT GREENWOOD,20,Weekdays,24.83829489,5,0.043103448
1606,54,RIVERDALE,21,Weekdays,43.29546921,7,0.060344828
1607,50,PULLMAN,17,Weekend/Holidays,41.59973245,22,0.189655172
1608,47,BURNSIDE,12,Weekdays,30.50735193,65,0.560344828
1609,9,EDISON PARK,4,Weekend/Holidays,18.71259976,8,0.068965517
1610,64,CLEARING,22,Weekdays,6.770344977,21,0.181034483
1611,75,MORGAN PARK,21,Weekend/Holidays,50.21468387,17,0.146551724
1612,59,MCKINLEY PARK,0,Weekdays,27.97014706,12,0.103448276
1613,27,EAST GARFIELD PARK,5,Weekdays,41.71053133,32,0.275862069
1614,18,MONTCLARE,2,Weekdays,22.05050494,6,0.051724138
1615,63,GAGE PARK,6,Weekend/Holidays,42.03861702,2,0.017241379
1616,67,WEST ENGLEWOOD,7,Weekend/Holidays,54.57973204,18,0.155172414
1617,58,BRIGHTON PARK,21,Weekdays,37.98562647,15,0.129310345
1618,65,WEST LAWN,8,Weekend/Holidays,39.01585959,12,0.103448276
1619,50,PULLMAN,22,Weekend/Holidays,42.66743773,17,0.146551724
1620,46,SOUTH CHICAGO,20,Weekdays,27.32144084,71,0.612068966
1621,62,WEST ELSDON,4,Weekdays,34.43241084,7,0.060344828
1622,48,CALUMET HEIGHTS,22,Weekdays,8.246243188,14,0.120689655
1623,71,AUBURN GRESHAM,23,Weekend/Holidays,43.17816176,26,0.224137931
1624,75,MORGAN PARK,16,Weekdays,33.29526797,77,0.663793103
1625,9,EDISON PARK,2,Weekend/Holidays,46.3271831,6,0.051724138
1626,54,RIVERDALE,13,Weekdays,49.45607762,24,0.206896552
1627,62,WEST ELSDON,15,Weekend/Holidays,28.26433846,22,0.189655172
