,pickup_community_area,pickup_ca,start_hour,cal_day_desc,average_speed,total_trips,avg_trips
4668,27,EAST GARFIELD PARK,8,All,31.93711325,728,1.994520548
4669,56,GARFIELD RIDGE,14,All,32.80271995,17626,48.29041096
4670,56,GARFIELD RIDGE,22,All,38.39339371,18185,49.82191781
4671,56,GARFIELD RIDGE,16,All,29.83983959,17504,47.95616438
4672,11,JEFFERSON PARK,13,All,18.8703785,1231,3.37260274
4673,11,JEFFERSON PARK,2,All,27.63466908,1123,3.076712329
4674,11,JEFFERSON PARK,14,All,19.68011594,1348,3.693150685
4675,76,OHARE,18,All,27.93875107,80066,219.3589041
4676,76,OHARE,17,All,25.61725368,75349,206.4356164
4677,76,OHARE,0,All,47.05162342,36524,100.0657534
4678,76,OHARE,22,All,41.91824681,65915,180.5890411
4679,76,OHARE,2,All,42.63257311,8140,22.30136986
4680,76,OHARE,13,All,36.69180391,70076,191.9890411
4681,51,SOUTH DEERING,6,All,40.34125633,142,0.389041096
4682,48,CALUMET HEIGHTS,6,All,39.5718691,310,0.849315068
4683,43,SOUTH SHORE,10,All,25.48893091,1158,3.17260274
4684,43,SOUTH SHORE,23,All,13.19306318,129,0.353424658
4685,45,AVALON PARK,13,All,22.78693509,155,0.424657534
4686,42,WOODLAWN,11,All,23.23083397,840,2.301369863
4687,42,WOODLAWN,8,All,25.00458838,685,1.876712329
4688,39,KENWOOD,9,All,20.39840836,2042,5.594520548
4689,36,OAKLAND,12,All,22.00380228,354,0.969863014
4690,69,GREATER GRAND CROSSING,8,All,30.83067264,461,1.263013699
4691,38,GRAND BOULEVARD,12,All,14.3923646,1080,2.95890411
4692,38,GRAND BOULEVARD,11,All,20.44604014,1066,2.920547945
4693,35,DOUGLAS,7,All,20.15597209,1634,4.476712329
4694,33,NEAR SOUTH SIDE,5,All,48.40463015,2953,8.090410959
4695,32,LOOP,17,All,13.95296,398148,1090.816438
4696,32,LOOP,12,All,19.90980749,286959,786.1890411
4697,32,LOOP,9,All,17.95711247,194904,533.9835616
4698,49,ROSELAND,4,All,60.8852456,195,0.534246575
4699,32,LOOP,3,All,33.14058583,7315,20.04109589
4700,7,LINCOLN PARK,17,All,14.90745752,15771,43.20821918
4701,34,ARMOUR SQUARE,19,All,20.86203116,839,2.298630137
4702,34,ARMOUR SQUARE,0,All,27.05680269,379,1.038356164
4703,34,ARMOUR SQUARE,8,All,26.10128778,530,1.452054795
4704,34,ARMOUR SQUARE,4,All,24.47395884,140,0.383561644
4705,34,ARMOUR SQUARE,14,All,21.94385296,880,2.410958904
4706,6,LAKE VIEW,14,All,18.58595379,17546,48.07123288
4707,68,ENGLEWOOD,10,All,26.20092395,275,0.753424658
4708,68,ENGLEWOOD,16,All,23.20497068,252,0.690410959
4709,68,ENGLEWOOD,19,All,23.47647742,135,0.369863014
4710,60,BRIDGEPORT,8,All,22.7867841,251,0.687671233
4711,6,LAKE VIEW,22,All,18.48246887,26109,71.53150685
4712,77,EDGEWATER,12,All,21.64698516,7052,19.32054795
4713,24,WEST TOWN,15,All,17.29825849,6119,16.76438356
4714,24,WEST TOWN,13,All,18.71229008,5593,15.32328767
4715,6,LAKE VIEW,2,All,21.63518784,22371,61.29041096
4716,6,LAKE VIEW,18,All,15.2952646,24908,68.24109589
4717,61,NEW CITY,2,All,28.20358416,20,0.054794521
4718,77,EDGEWATER,2,All,15.84558137,1822,4.991780822
4719,77,EDGEWATER,20,All,13.64157168,4034,11.05205479
4720,77,EDGEWATER,21,All,15.53656034,4038,11.0630137
4721,77,EDGEWATER,1,All,15.43367723,2626,7.194520548
4722,77,EDGEWATER,18,All,14.74145197,4917,13.47123288
4723,75,MORGAN PARK,13,All,37.09999871,181,0.495890411
4724,59,MCKINLEY PARK,10,All,5.034807683,3759,10.29863014
4725,59,MCKINLEY PARK,23,All,30.85476149,40,0.109589041
4726,59,MCKINLEY PARK,13,All,1.789493544,2718,7.446575342
4727,5,NORTH CENTER,9,All,19.49096017,1603,4.391780822
4728,5,NORTH CENTER,19,All,12.25130804,1291,3.536986301
4729,5,NORTH CENTER,1,All,20.39974694,844,2.312328767
4730,5,NORTH CENTER,11,All,20.07958201,1610,4.410958904
4731,4,LINCOLN SQUARE,17,All,16.21308056,2385,6.534246575
4732,16,IRVING PARK,19,All,16.28604936,2163,5.926027397
4733,23,HUMBOLDT PARK,14,All,23.79702775,618,1.693150685
4734,23,HUMBOLDT PARK,15,All,20.12618898,561,1.536986301
4735,16,IRVING PARK,1,All,19.06532492,1910,5.232876712
4736,16,IRVING PARK,20,All,15.42005318,1906,5.221917808
4737,16,IRVING PARK,10,All,20.28448483,2698,7.391780822
4738,16,IRVING PARK,14,All,17.37706932,3028,8.295890411
4739,16,IRVING PARK,18,All,15.84126901,2548,6.980821918
4740,16,IRVING PARK,3,All,19.78403432,1873,5.131506849
4741,20,HERMOSA,11,All,19.8020064,117,0.320547945
4742,25,AUSTIN,11,All,23.85886378,664,1.819178082
4743,25,AUSTIN,13,All,28.11593309,657,1.8
4744,25,AUSTIN,17,All,26.49765562,388,1.063013699
4745,12,FOREST GLEN,14,All,20.20358683,282,0.77260274
4746,15,PORTAGE PARK,12,All,18.65601834,1413,3.871232877
4747,15,PORTAGE PARK,11,All,19.06794397,1326,3.632876712
4748,15,PORTAGE PARK,16,All,16.68470531,1035,2.835616438
4749,15,PORTAGE PARK,2,All,29.67397543,507,1.389041096
4750,19,BELMONT CRAGIN,8,All,18.2390083,287,0.78630137
4751,19,BELMONT CRAGIN,20,All,20.81532478,226,0.619178082
4752,19,BELMONT CRAGIN,12,All,16.79388912,477,1.306849315
4753,19,BELMONT CRAGIN,3,All,17.26033444,275,0.753424658
4754,56,GARFIELD RIDGE,9,All,27.9557666,10983,30.09041096
4755,10,NORWOOD PARK,22,All,22.65494353,224,0.61369863
4756,17,DUNNING,2,All,26.67921585,54,0.147945205
4757,76,OHARE,23,All,45.13953513,45999,126.0246575
4758,1,ROGERS PARK,15,All,20.478237,2440,6.684931507
4759,1,ROGERS PARK,17,All,16.70146301,2062,5.649315068
4760,1,ROGERS PARK,10,All,23.05907229,2781,7.619178082
4761,24,WEST TOWN,22,All,18.08474699,8696,23.82465753
4762,24,WEST TOWN,11,All,20.63987085,5575,15.2739726
4763,24,WEST TOWN,14,All,18.59156969,5606,15.35890411
4764,24,WEST TOWN,9,All,18.39483047,4313,11.81643836
4765,4,LINCOLN SQUARE,10,All,21.71680161,2695,7.383561644
4766,4,LINCOLN SQUARE,0,All,13.8974467,1783,4.884931507
4767,4,LINCOLN SQUARE,7,All,21.34528883,1963,5.378082192
4768,22,LOGAN SQUARE,17,All,15.47622976,2008,5.501369863
4769,21,AVONDALE,14,All,16.59637753,2074,5.682191781
4770,76,OHARE,4,All,49.6087302,2780,7.616438356
4771,33,NEAR SOUTH SIDE,22,All,19.43370013,8730,23.91780822
4772,44,CHATHAM,10,All,26.7037956,852,2.334246575
4773,28,NEAR WEST SIDE,6,All,23.87530485,27016,74.01643836
4774,28,NEAR WEST SIDE,19,All,16.19635418,82475,225.9589041
4775,7,LINCOLN PARK,18,All,14.46840491,17857,48.92328767
4776,28,NEAR WEST SIDE,8,All,12.9102094,149911,410.7150685
4777,31,LOWER WEST SIDE,17,All,13.69360853,473,1.295890411
4778,33,NEAR SOUTH SIDE,15,All,20.00720839,37376,102.4
4779,1,ROGERS PARK,3,All,23.28749406,4125,11.30136986
4780,36,OAKLAND,8,All,24.92697327,276,0.756164384
4781,8,NEAR NORTH SIDE,8,All,19.19977166,176162,482.6356164
4782,8,NEAR NORTH SIDE,22,All,16.96267961,192062,526.1972603
4783,49,ROSELAND,15,All,24.39188524,518,1.419178082
4784,56,GARFIELD RIDGE,8,All,25.27787314,9079,24.8739726
4785,7,LINCOLN PARK,3,All,19.62950861,7264,19.90136986
4786,4,LINCOLN SQUARE,21,All,15.42921066,1503,4.117808219
4787,22,LOGAN SQUARE,23,All,20.44263644,2763,7.569863014
4788,28,NEAR WEST SIDE,17,All,13.79948174,121680,333.369863
4789,6,LAKE VIEW,7,All,23.94088925,16277,44.59452055
4790,6,LAKE VIEW,8,All,19.95910537,22976,62.94794521
4791,41,HYDE PARK,10,All,25.90366247,2947,8.073972603
4792,39,KENWOOD,11,All,25.26216846,1724,4.723287671
4793,38,GRAND BOULEVARD,17,All,14.62331776,871,2.38630137
4794,43,SOUTH SHORE,15,All,17.38109447,854,2.339726027
4795,7,LINCOLN PARK,7,All,23.14666054,12434,34.06575342
4796,8,NEAR NORTH SIDE,1,All,18.96330144,127404,349.0520548
4797,7,LINCOLN PARK,15,All,16.31972048,13599,37.25753425
4798,77,EDGEWATER,11,All,21.65198433,7427,20.34794521
4799,53,WEST PULLMAN,1,All,45.91527483,9,0.024657534
4800,24,WEST TOWN,20,All,17.15891104,7814,21.40821918
4801,40,WASHINGTON PARK,19,All,22.96795424,141,0.38630137
4802,16,IRVING PARK,17,All,15.31689543,2433,6.665753425
4803,14,ALBANY PARK,16,All,15.13669304,1138,3.117808219
4804,14,ALBANY PARK,7,All,17.95501161,1398,3.830136986
4805,46,SOUTH CHICAGO,20,All,31.46889933,128,0.350684932
4806,7,LINCOLN PARK,23,All,18.26166447,14263,39.07671233
4807,6,LAKE VIEW,13,All,20.41685171,17556,48.09863014
4808,22,LOGAN SQUARE,19,All,17.17020696,2195,6.01369863
4809,24,WEST TOWN,23,All,19.01224987,9133,25.02191781
4810,2,WEST RIDGE,18,All,13.85134903,2753,7.542465753
4811,66,CHICAGO LAWN,9,All,27.1941373,159,0.435616438
4812,56,GARFIELD RIDGE,17,All,28.96368627,17353,47.54246575
4813,56,GARFIELD RIDGE,0,All,38.72142448,7897,21.63561644
4814,64,CLEARING,18,All,34.12250367,40,0.109589041
4815,11,JEFFERSON PARK,0,All,12.9501335,1832,5.019178082
4816,11,JEFFERSON PARK,18,All,16.31064947,2003,5.487671233
4817,39,KENWOOD,10,All,24.20539262,1973,5.405479452
4818,44,CHATHAM,19,All,30.14677708,235,0.643835616
4819,33,NEAR SOUTH SIDE,2,All,23.20971553,1274,3.490410959
4820,33,NEAR SOUTH SIDE,0,All,19.80944213,4250,11.64383562
4821,32,LOOP,6,All,34.37224284,40735,111.6027397
4822,68,ENGLEWOOD,15,All,21.3772344,477,1.306849315
4823,60,BRIDGEPORT,11,All,21.89456758,367,1.005479452
4824,60,BRIDGEPORT,17,All,16.04359169,258,0.706849315
4825,24,WEST TOWN,10,All,19.77326984,5211,14.27671233
4826,6,LAKE VIEW,4,All,28.15912485,15168,41.55616438
4827,77,EDGEWATER,7,All,25.53155859,5287,14.48493151
4828,22,LOGAN SQUARE,0,All,22.016551,3811,10.44109589
4829,5,NORTH CENTER,4,All,32.11374213,713,1.953424658
4830,23,HUMBOLDT PARK,9,All,18.31467031,445,1.219178082
4831,13,NORTH PARK,19,All,15.80048015,444,1.216438356
4832,12,FOREST GLEN,13,All,23.05055982,343,0.939726027
4833,15,PORTAGE PARK,7,All,20.64956519,788,2.15890411
4834,56,GARFIELD RIDGE,3,All,35.74999921,877,2.402739726
4835,10,NORWOOD PARK,9,All,28.11917566,561,1.536986301
4836,1,ROGERS PARK,13,All,20.61056779,2375,6.506849315
4837,22,LOGAN SQUARE,10,All,22.81067475,1763,4.830136986
4838,22,LOGAN SQUARE,15,All,17.18932209,1965,5.383561644
4839,18,MONTCLARE,8,All,21.11023706,53,0.145205479
4840,14,ALBANY PARK,0,All,15.38547956,1500,4.109589041
4841,14,ALBANY PARK,21,All,14.77585343,1041,2.852054795
4842,14,ALBANY PARK,15,All,16.39832323,1258,3.446575342
4843,29,NORTH LAWNDALE,18,All,27.96194954,204,0.55890411
4844,3,UPTOWN,22,All,17.87947623,5482,15.01917808
4845,3,UPTOWN,10,All,22.54210754,9367,25.6630137
4846,3,UPTOWN,6,All,33.05943081,4501,12.33150685
4847,21,AVONDALE,10,All,20.31900633,1620,4.438356164
4848,46,SOUTH CHICAGO,16,All,22.92901523,162,0.443835616
4849,46,SOUTH CHICAGO,17,All,21.98523376,146,0.4
4850,33,NEAR SOUTH SIDE,20,All,17.50073658,15443,42.30958904
4851,33,NEAR SOUTH SIDE,9,All,22.45209692,17279,47.33972603
4852,33,NEAR SOUTH SIDE,17,All,16.36097959,40084,109.8191781
4853,7,LINCOLN PARK,12,All,19.02569617,14443,39.56986301
4854,7,LINCOLN PARK,13,All,17.97352266,14356,39.33150685
4855,28,NEAR WEST SIDE,5,All,36.15928421,5017,13.74520548
4856,31,LOWER WEST SIDE,19,All,22.76755923,383,1.049315068
4857,31,LOWER WEST SIDE,14,All,20.92221808,517,1.416438356
4858,31,LOWER WEST SIDE,11,All,21.4584401,517,1.416438356
4859,31,LOWER WEST SIDE,22,All,24.34146897,323,0.884931507
4860,31,LOWER WEST SIDE,8,All,17.71776358,431,1.180821918
4861,2,WEST RIDGE,14,All,15.69433479,3436,9.41369863
4862,2,WEST RIDGE,2,All,12.17972626,894,2.449315068
4863,2,WEST RIDGE,22,All,10.66970364,1544,4.230136986
4864,2,WEST RIDGE,1,All,11.61767191,899,2.463013699
4865,2,WEST RIDGE,6,All,26.29388833,2199,6.024657534
4866,2,WEST RIDGE,3,All,14.42870033,897,2.457534247
4867,66,CHICAGO LAWN,14,All,24.11580543,140,0.383561644
4868,63,GAGE PARK,21,All,26.91686491,32,0.087671233
4869,30,SOUTH LAWNDALE,12,All,28.5827718,249,0.682191781
4870,11,JEFFERSON PARK,19,All,17.88874097,1856,5.084931507
4871,11,JEFFERSON PARK,15,All,19.76869729,1500,4.109589041
4872,11,JEFFERSON PARK,23,All,19.11784501,1946,5.331506849
4873,76,OHARE,6,All,36.3291383,11761,32.22191781
4874,76,OHARE,16,All,25.61205464,74395,203.8219178
4875,76,OHARE,3,All,42.81857242,3076,8.42739726
4876,76,OHARE,14,All,32.88117266,79296,217.2493151
4877,51,SOUTH DEERING,5,All,49.61875893,54,0.147945205
4878,48,CALUMET HEIGHTS,10,All,29.38575774,253,0.693150685
4879,48,CALUMET HEIGHTS,5,All,11.50541724,188,0.515068493
4880,43,SOUTH SHORE,3,All,46.55221472,267,0.731506849
4881,43,SOUTH SHORE,14,All,23.2214789,887,2.430136986
4882,43,SOUTH SHORE,8,All,28.28057872,1040,2.849315068
4883,45,AVALON PARK,6,All,39.84313812,60,0.164383562
4884,42,WOODLAWN,16,All,19.41270299,498,1.364383562
4885,36,OAKLAND,11,All,24.77087099,352,0.964383562
4886,36,OAKLAND,16,All,21.02345995,221,0.605479452
4887,36,OAKLAND,18,All,19.33712926,208,0.569863014
4888,44,CHATHAM,8,All,25.967994,802,2.197260274
4889,44,CHATHAM,9,All,25.67020832,790,2.164383562
4890,44,CHATHAM,13,All,25.87411575,665,1.821917808
4891,38,GRAND BOULEVARD,13,All,19.81531893,1091,2.989041096
4892,38,GRAND BOULEVARD,20,All,11.71712723,423,1.15890411
4893,38,GRAND BOULEVARD,14,All,15.29181326,1048,2.871232877
4894,38,GRAND BOULEVARD,5,All,34.52642393,194,0.531506849
4895,38,GRAND BOULEVARD,18,All,15.60703793,671,1.838356164
4896,35,DOUGLAS,18,All,16.40310644,1522,4.169863014
4897,35,DOUGLAS,10,All,19.1246251,2568,7.035616438
4898,35,DOUGLAS,9,All,17.26377432,3069,8.408219178
4899,35,DOUGLAS,2,All,26.41208949,146,0.4
4900,35,DOUGLAS,21,All,12.11542728,622,1.704109589
4901,35,DOUGLAS,17,All,15.40235214,1691,4.632876712
4902,32,LOOP,10,All,20.17993357,192807,528.2383562
4903,49,ROSELAND,9,All,33.63675466,610,1.671232877
4904,37,FULLER PARK,12,All,13.29687777,163,0.446575342
4905,34,ARMOUR SQUARE,2,All,33.91873068,179,0.490410959
4906,34,ARMOUR SQUARE,11,All,26.94670476,711,1.947945205
4907,68,ENGLEWOOD,8,All,29.03639961,193,0.528767123
4908,6,LAKE VIEW,23,All,19.08381453,24415,66.89041096
4909,60,BRIDGEPORT,14,All,25.72509103,339,0.928767123
4910,60,BRIDGEPORT,22,All,21.15598983,381,1.043835616
4911,73,WASHINGTON HEIGHTS,7,All,32.23443121,581,1.591780822
4912,24,WEST TOWN,21,All,17.78336049,7993,21.89863014
4913,71,AUBURN GRESHAM,20,All,39.28234745,160,0.438356164
4914,61,NEW CITY,14,All,15.04125042,891,2.44109589
4915,61,NEW CITY,10,All,14.40756873,164,0.449315068
4916,61,NEW CITY,13,All,25.60658118,242,0.663013699
4917,77,EDGEWATER,0,All,17.21066259,3283,8.994520548
4918,67,WEST ENGLEWOOD,12,All,29.27277105,153,0.419178082
4919,59,MCKINLEY PARK,14,All,3.271937294,2126,5.824657534
4920,5,NORTH CENTER,0,All,21.41533714,1084,2.969863014
4921,5,NORTH CENTER,10,All,20.36188831,1750,4.794520548
4922,5,NORTH CENTER,21,All,18.48900041,1188,3.254794521
4923,27,EAST GARFIELD PARK,20,All,29.12616578,134,0.367123288
4924,27,EAST GARFIELD PARK,19,All,16.76880775,141,0.38630137
4925,23,HUMBOLDT PARK,13,All,25.60329681,563,1.542465753
4926,16,IRVING PARK,21,All,15.46306474,1589,4.353424658
4927,16,IRVING PARK,5,All,33.45010127,1195,3.273972603
4928,13,NORTH PARK,13,All,15.93677287,862,2.361643836
4929,13,NORTH PARK,18,All,12.06898292,579,1.58630137
4930,13,NORTH PARK,23,All,16.90015302,237,0.649315068
4931,13,NORTH PARK,14,All,16.60460121,907,2.484931507
4932,13,NORTH PARK,11,All,20.17314136,840,2.301369863
4933,62,WEST ELSDON,9,All,24.28931895,45,0.123287671
4934,65,WEST LAWN,8,All,20.41540231,56,0.153424658
4935,25,AUSTIN,23,All,28.35277918,179,0.490410959
4936,25,AUSTIN,14,All,26.06837617,684,1.873972603
4937,15,PORTAGE PARK,19,All,21.33751506,713,1.953424658
4938,15,PORTAGE PARK,10,All,19.81250563,1307,3.580821918
4939,19,BELMONT CRAGIN,7,All,19.02248169,242,0.663013699
4940,17,DUNNING,13,All,17.69101608,243,0.665753425
4941,17,DUNNING,12,All,20.05470423,267,0.731506849
4942,53,WEST PULLMAN,11,All,34.78848745,346,0.947945205
4943,1,ROGERS PARK,14,All,19.97458456,2266,6.208219178
4944,24,WEST TOWN,6,All,30.10924154,2500,6.849315068
4945,4,LINCOLN SQUARE,1,All,12.33683271,1396,3.824657534
4946,4,LINCOLN SQUARE,16,All,16.70403562,2625,7.191780822
4947,4,LINCOLN SQUARE,22,All,13.15557191,1563,4.282191781
4948,22,LOGAN SQUARE,4,All,28.06702943,1682,4.608219178
4949,22,LOGAN SQUARE,18,All,16.1588244,2272,6.224657534
4950,22,LOGAN SQUARE,16,All,16.27700078,2055,5.630136986
4951,21,AVONDALE,4,All,20.21728332,551,1.509589041
4952,21,AVONDALE,7,All,22.1576692,708,1.939726027
4953,21,AVONDALE,20,All,17.25853919,973,2.665753425
4954,21,AVONDALE,6,All,29.21878855,563,1.542465753
4955,21,AVONDALE,9,All,18.37846814,1287,3.526027397
4956,18,MONTCLARE,1,All,29.01123731,17,0.046575342
4957,18,MONTCLARE,0,All,18.58347001,14,0.038356164
4958,8,NEAR NORTH SIDE,5,All,39.78323247,42184,115.5726027
4959,5,NORTH CENTER,20,All,18.364952,1137,3.115068493
4960,48,CALUMET HEIGHTS,4,All,55.42372479,46,0.126027397
4961,23,HUMBOLDT PARK,12,All,21.46498763,528,1.446575342
4962,12,FOREST GLEN,18,All,17.62841877,150,0.410958904
4963,44,CHATHAM,14,All,24.3904904,623,1.706849315
4964,43,SOUTH SHORE,13,All,26.81469448,906,2.482191781
4965,69,GREATER GRAND CROSSING,20,All,28.53960202,143,0.391780822
4966,69,GREATER GRAND CROSSING,10,All,26.87120135,637,1.745205479
4967,22,LOGAN SQUARE,21,All,19.61483885,2151,5.893150685
4968,45,AVALON PARK,9,All,27.4258147,427,1.169863014
4969,49,ROSELAND,6,All,40.33569339,440,1.205479452
4970,13,NORTH PARK,0,All,21.94159864,222,0.608219178
4971,69,GREATER GRAND CROSSING,21,All,30.53132462,118,0.323287671
4972,1,ROGERS PARK,19,All,14.86552211,1531,4.194520548
4973,11,JEFFERSON PARK,21,All,22.77210185,1914,5.243835616
4974,16,IRVING PARK,6,All,25.78419356,1577,4.320547945
4975,25,AUSTIN,16,All,24.59491525,475,1.301369863
4976,3,UPTOWN,4,All,27.5269351,2376,6.509589041
4977,73,WASHINGTON HEIGHTS,14,All,28.9052272,283,0.775342466
4978,6,LAKE VIEW,1,All,20.06279448,22443,61.48767123
4979,5,NORTH CENTER,16,All,16.52389554,1293,3.542465753
4980,12,FOREST GLEN,4,All,20.627327,204,0.55890411
4981,15,PORTAGE PARK,1,All,17.13893039,403,1.104109589
4982,15,PORTAGE PARK,0,All,16.94007044,425,1.164383562
4983,56,GARFIELD RIDGE,2,All,35.87758469,2713,7.432876712
4984,51,SOUTH DEERING,7,All,33.45485891,225,0.616438356
4985,56,GARFIELD RIDGE,20,All,38.80974509,19071,52.24931507
4986,1,ROGERS PARK,12,All,23.15912136,2326,6.37260274
4987,12,FOREST GLEN,16,All,18.53348395,258,0.706849315
4988,61,NEW CITY,22,All,24.04571946,74,0.202739726
4989,41,HYDE PARK,7,All,31.94126153,966,2.646575342
4990,31,LOWER WEST SIDE,7,All,14.84453285,266,0.728767123
4991,15,PORTAGE PARK,15,All,15.20722907,1369,3.750684932
4992,63,GAGE PARK,17,All,19.60478761,51,0.139726027
4993,71,AUBURN GRESHAM,6,All,29.71051358,423,1.15890411
4994,14,ALBANY PARK,19,All,15.86256104,1023,2.802739726
4995,11,JEFFERSON PARK,17,All,17.17301677,1689,4.62739726
4996,69,GREATER GRAND CROSSING,12,All,31.63031531,640,1.753424658
4997,42,WOODLAWN,17,All,18.1706895,455,1.246575342
4998,37,FULLER PARK,10,All,25.44317205,153,0.419178082
4999,70,ASHBURN,14,All,23.78486975,153,0.419178082
5000,24,WEST TOWN,0,All,19.73978965,9228,25.28219178
5001,71,AUBURN GRESHAM,19,All,34.89433369,121,0.331506849
5002,62,WEST ELSDON,22,All,38.3741702,26,0.071232877
5003,9,EDISON PARK,6,All,28.68806495,39,0.106849315
5004,14,ALBANY PARK,3,All,24.82931763,1567,4.293150685
5005,39,KENWOOD,13,All,20.52432574,1392,3.81369863
5006,40,WASHINGTON PARK,12,All,23.97904112,264,0.723287671
5007,40,WASHINGTON PARK,22,All,24.68830534,116,0.317808219
5008,37,FULLER PARK,9,All,28.79567362,113,0.309589041
5009,60,BRIDGEPORT,5,All,42.58394786,87,0.238356164
5010,73,WASHINGTON HEIGHTS,11,All,33.46794112,312,0.854794521
5011,58,BRIGHTON PARK,0,All,9.724342492,21,0.057534247
5012,23,HUMBOLDT PARK,23,All,27.26558198,200,0.547945205
5013,62,WEST ELSDON,14,All,25.5325248,86,0.235616438
5014,57,ARCHER HEIGHTS,13,All,34.88811244,55,0.150684932
5015,20,HERMOSA,4,All,26.23587482,82,0.224657534
5016,15,PORTAGE PARK,6,All,34.70509591,560,1.534246575
5017,15,PORTAGE PARK,22,All,14.82256127,538,1.473972603
5018,19,BELMONT CRAGIN,16,All,18.27674441,414,1.134246575
5019,10,NORWOOD PARK,12,All,26.7496856,602,1.649315068
5020,21,AVONDALE,17,All,15.32852085,1730,4.739726027
5021,21,AVONDALE,2,All,18.87675358,830,2.273972603
5022,18,MONTCLARE,12,All,29.44557282,105,0.287671233
5023,41,HYDE PARK,0,All,29.27475737,189,0.517808219
5024,31,LOWER WEST SIDE,21,All,17.19660486,309,0.846575342
5025,31,LOWER WEST SIDE,23,All,25.04527661,383,1.049315068
5026,63,GAGE PARK,13,All,23.72739686,68,0.18630137
5027,11,JEFFERSON PARK,10,All,24.12005516,1191,3.263013699
5028,48,CALUMET HEIGHTS,20,All,45.45324752,73,0.2
5029,42,WOODLAWN,14,All,25.49747821,694,1.901369863
5030,50,PULLMAN,8,All,32.36137444,194,0.531506849
5031,49,ROSELAND,14,All,32.41301513,437,1.197260274
5032,49,ROSELAND,16,All,33.96320256,320,0.876712329
5033,49,ROSELAND,8,All,29.38804234,635,1.739726027
5034,71,AUBURN GRESHAM,13,All,27.78653924,461,1.263013699
5035,71,AUBURN GRESHAM,14,All,26.41459847,316,0.865753425
5036,23,HUMBOLDT PARK,21,All,25.12278508,291,0.797260274
5037,13,NORTH PARK,6,All,27.80022081,301,0.824657534
5038,65,WEST LAWN,10,All,30.19421216,78,0.21369863
5039,25,AUSTIN,9,All,21.20910776,648,1.775342466
5040,9,EDISON PARK,13,All,23.34706019,45,0.123287671
5041,4,LINCOLN SQUARE,5,All,31.94736975,1280,3.506849315
5042,21,AVONDALE,19,All,13.82954817,1593,4.364383562
5043,41,HYDE PARK,23,All,19.63060708,342,0.936986301
5044,40,WASHINGTON PARK,9,All,19.88973041,294,0.805479452
5045,4,LINCOLN SQUARE,15,All,17.20868802,3127,8.567123288
5046,12,FOREST GLEN,12,All,24.38317097,302,0.82739726
5047,75,MORGAN PARK,21,All,48.07176323,55,0.150684932
5048,27,EAST GARFIELD PARK,17,All,20.33996355,303,0.830136986
5049,12,FOREST GLEN,5,All,44.68037659,126,0.345205479
5050,29,NORTH LAWNDALE,11,All,26.9184563,348,0.953424658
5051,52,EAST SIDE,6,All,43.49436819,76,0.208219178
5052,31,LOWER WEST SIDE,18,All,17.58493245,340,0.931506849
5053,38,GRAND BOULEVARD,4,All,41.82579995,121,0.331506849
5054,71,AUBURN GRESHAM,12,All,30.66602843,476,1.304109589
5055,20,HERMOSA,6,All,19.88634599,237,0.649315068
5056,31,LOWER WEST SIDE,4,All,32.50246693,229,0.62739726
5057,1,ROGERS PARK,22,All,15.67898497,1426,3.906849315
5058,63,GAGE PARK,3,All,44.38943062,15,0.04109589
5059,11,JEFFERSON PARK,9,All,23.29699702,1075,2.945205479
5060,11,JEFFERSON PARK,4,All,32.7426185,470,1.287671233
5061,15,PORTAGE PARK,9,All,18.954894,1095,3
5062,41,HYDE PARK,20,All,17.95154866,908,2.487671233
5063,42,WOODLAWN,18,All,22.35158269,330,0.904109589
5064,36,OAKLAND,13,All,23.84902618,300,0.821917808
5065,36,OAKLAND,20,All,18.3102682,83,0.22739726
5066,42,WOODLAWN,6,All,30.30236541,399,1.093150685
5067,71,AUBURN GRESHAM,3,All,54.01694747,192,0.526027397
5068,75,MORGAN PARK,12,All,40.20727336,201,0.550684932
5069,34,ARMOUR SQUARE,12,All,25.18099366,873,2.391780822
5070,14,ALBANY PARK,11,All,20.95782331,1278,3.501369863
5071,30,SOUTH LAWNDALE,20,All,10.99280858,128,0.350684932
5072,77,EDGEWATER,4,All,29.92217447,1391,3.810958904
5073,15,PORTAGE PARK,18,All,15.82886015,672,1.84109589
5074,71,AUBURN GRESHAM,11,All,29.63975583,477,1.306849315
5075,59,MCKINLEY PARK,8,All,3.576065023,1522,4.169863014
5076,14,ALBANY PARK,14,All,15.66972972,1217,3.334246575
5077,58,BRIGHTON PARK,11,All,11.24353528,164,0.449315068
5078,21,AVONDALE,5,All,32.8236489,464,1.271232877
5079,13,NORTH PARK,7,All,24.77237965,373,1.021917808
5080,50,PULLMAN,16,All,41.84596765,58,0.15890411
5081,23,HUMBOLDT PARK,10,All,22.80763271,632,1.731506849
5082,29,NORTH LAWNDALE,14,All,29.59009951,541,1.482191781
5083,47,BURNSIDE,23,All,35.00535842,8,0.021917808
5084,31,LOWER WEST SIDE,10,All,19.61058547,487,1.334246575
5085,30,SOUTH LAWNDALE,22,All,33.34250638,97,0.265753425
5086,11,JEFFERSON PARK,6,All,33.75324607,646,1.769863014
5087,51,SOUTH DEERING,13,All,29.23615969,246,0.673972603
5088,51,SOUTH DEERING,3,All,61.36147414,76,0.208219178
5089,48,CALUMET HEIGHTS,16,All,23.07187454,147,0.402739726
