S/N,pickup_community_area,pickup_ca,dropoff_community_area,dropoff_ca,time_indicator,cal_day_desc,avg_trips,total_trips,average_time,average_km,average_fare
11122,58,BRIGHTON PARK,30,SOUTH LAWNDALE,AM Period,Weekend/Holidays,0.00862069,1,8,4.991,10.5
9627,27,EAST GARFIELD PARK,22,LOGAN SQUARE,AM Period,Weekend/Holidays,0.00862069,1,8,4.83,10.5
12895,70,ASHBURN,67,WEST ENGLEWOOD,Lunch Period,Weekend/Holidays,0.00862069,1,8,4.508,10.25
13158,57,ARCHER HEIGHTS,65,WEST LAWN,Night,Weekend/Holidays,0.00862069,1,8,3.864,9
8423,59,MCKINLEY PARK,4,LINCOLN SQUARE,AM Period,Weekend/Holidays,0.00862069,1,8,3.703,9
7723,59,MCKINLEY PARK,3,UPTOWN,Night,Weekend/Holidays,0.00862069,1,8,3.381,8.5
11670,57,ARCHER HEIGHTS,30,SOUTH LAWNDALE,PM Period,Weekend/Holidays,0.00862069,1,8,3.22,8.5
9737,37,FULLER PARK,36,OAKLAND,PM Period,Weekend/Holidays,0.00862069,1,8,3.059,8
7980,31,LOWER WEST SIDE,13,NORTH PARK,Night,Weekend/Holidays,0.00862069,1,8,2.898,8
9538,48,CALUMET HEIGHTS,57,ARCHER HEIGHTS,AM Period,Weekdays,0.00862069,1,8,2.415,11.75
20153,20,HERMOSA,23,HUMBOLDT PARK,AM Period,Weekend/Holidays,0.034482759,4,8,1.40875,8.4375
22435,12,FOREST GLEN,21,AVONDALE,Night,Weekend/Holidays,0.043103448,5,8,1.1914,11.55
17086,66,CHICAGO LAWN,63,GAGE PARK,PM Period,Weekend/Holidays,0.017241379,2,8,0.644,8.5
9344,62,WEST ELSDON,30,SOUTH LAWNDALE,AM Period,Weekend/Holidays,0.00862069,1,8,0.322,14.25
7992,68,ENGLEWOOD,38,GRAND BOULEVARD,Night,Weekend/Holidays,0.00862069,1,8,0.322,12
16488,58,BRIGHTON PARK,34,ARMOUR SQUARE,Night,Weekend/Holidays,0.017241379,2,8,0.2415,14.5
8584,63,GAGE PARK,65,WEST LAWN,Lunch Period,Weekdays,0.00862069,1,8,0.161,10.25
11885,40,WASHINGTON PARK,67,WEST ENGLEWOOD,AM Period,Weekend/Holidays,0.00862069,1,8,0.161,9
12376,37,FULLER PARK,73,WASHINGTON HEIGHTS,Night,Weekend/Holidays,0.00862069,1,8,0,21.5
10375,62,WEST ELSDON,64,CLEARING,Night,Weekdays,0.00862069,1,8,0,14.5
11578,67,WEST ENGLEWOOD,42,WOODLAWN,Night,Weekdays,0.00862069,1,8,0,10.25
7770,73,WASHINGTON HEIGHTS,75,MORGAN PARK,Night,Weekend/Holidays,0.00862069,1,8,0,3.25
10888,36,OAKLAND,37,FULLER PARK,AM Period,Weekend/Holidays,0.00862069,1,8,0,3.25
11077,47,BURNSIDE,50,PULLMAN,Night,Weekdays,0.00862069,1,8,0,3.25
5618,38,GRAND BOULEVARD,38,GRAND BOULEVARD,PM Period,Weekend/Holidays,2.25,261,7.999489144,1.380960536,8.88559387
31793,58,BRIGHTON PARK,59,MCKINLEY PARK,PM Period,Weekdays,0.232758621,27,7.998765432,7.097714815,5.694444444
29159,21,AVONDALE,20,HERMOSA,AM Period,Weekdays,0.129310345,15,7.994444444,2.2862,8.016666667
13669,48,CALUMET HEIGHTS,47,BURNSIDE,AM Period,Weekend/Holidays,0.017241379,2,7.991666667,1.69855,6.875
1936,71,AUBURN GRESHAM,73,WASHINGTON HEIGHTS,AM Period,Weekdays,0.336206897,39,7.99017094,1.681005128,8.730769231
19097,68,ENGLEWOOD,49,ROSELAND,Night,Weekend/Holidays,0.025862069,3,7.988888889,6.482933333,12.41666667
22908,50,PULLMAN,54,RIVERDALE,AM Period,Weekdays,0.043103448,5,7.986666667,5.77668,13.45
6878,48,CALUMET HEIGHTS,45,AVALON PARK,AM Period,Weekdays,0.25862069,30,7.983888889,1.177983333,7.716666667
3904,35,DOUGLAS,35,DOUGLAS,Night,Weekdays,5.810344828,674,7.980464886,0.949661128,8.173456973
7345,42,WOODLAWN,40,WASHINGTON PARK,AM Period,Weekdays,0.405172414,47,7.978723404,1.776480851,8.138297872
3220,35,DOUGLAS,34,ARMOUR SQUARE,Lunch Period,Weekend/Holidays,0.465517241,54,7.976234568,2.067359259,8.319444444
22251,61,NEW CITY,37,FULLER PARK,Lunch Period,Weekend/Holidays,0.043103448,5,7.973333333,2.76598,7.85
1776,36,OAKLAND,36,OAKLAND,Lunch Period,Weekdays,1.137931034,132,7.969823232,1.248847727,75.56287879
8946,25,AUSTIN,20,HERMOSA,PM Period,Weekdays,0.00862069,1,7.966666667,2.7048,7.75
3445,35,DOUGLAS,33,NEAR SOUTH SIDE,Lunch Period,Weekend/Holidays,2.439655172,283,7.965665489,2.09174841,8.519929329
25299,67,WEST ENGLEWOOD,66,CHICAGO LAWN,Lunch Period,Weekdays,0.068965517,8,7.964583333,1.6261,6.03125
23965,21,AVONDALE,20,HERMOSA,Lunch Period,Weekend/Holidays,0.051724138,6,7.955555556,1.631466667,8.25
25712,39,KENWOOD,37,FULLER PARK,AM Period,Weekend/Holidays,0.068965517,8,7.952083333,2.69675,9.0625
9706,60,BRIDGEPORT,67,WEST ENGLEWOOD,AM Period,Weekend/Holidays,0.00862069,1,48.01666667,7.1967,25.75
3973,8,NEAR NORTH SIDE,32,LOOP,AM Period,Weekend/Holidays,217.1465517,25189,7.951287599,2.010703299,9.006743023
4090,1,ROGERS PARK,77,EDGEWATER,AM Period,Weekdays,10.9137931,1266,7.948999473,1.882631754,8.229612954
19388,58,BRIGHTON PARK,63,GAGE PARK,AM Period,Weekdays,0.025862069,3,7.944444444,3.198533333,8.333333333
23296,38,GRAND BOULEVARD,34,ARMOUR SQUARE,Lunch Period,Weekend/Holidays,0.051724138,6,7.944444444,2.200333333,7.75
198,33,NEAR SOUTH SIDE,34,ARMOUR SQUARE,PM Period,Weekend/Holidays,9.396551724,1090,7.936651376,1.959296147,9.488376147
6167,39,KENWOOD,38,GRAND BOULEVARD,Night,Weekdays,0.336206897,39,7.936324786,2.290741026,8.371794872
29890,38,GRAND BOULEVARD,39,KENWOOD,Night,Weekend/Holidays,0.146551724,17,7.935294118,1.4651,7.882352941
29065,40,WASHINGTON PARK,42,WOODLAWN,AM Period,Weekend/Holidays,0.129310345,15,7.934444444,3.1878,8.783333333
3652,13,NORTH PARK,4,LINCOLN SQUARE,AM Period,Weekend/Holidays,0.379310345,44,7.933333333,2.963497727,8.944545455
17983,70,ASHBURN,66,CHICAGO LAWN,Lunch Period,Weekend/Holidays,0.025862069,3,7.933333333,0.912333333,4.583333333
29714,31,LOWER WEST SIDE,30,SOUTH LAWNDALE,PM Period,Weekend/Holidays,0.146551724,17,7.92745098,2.439623529,8.897058824
25613,48,CALUMET HEIGHTS,44,CHATHAM,Night,Weekdays,0.068965517,8,7.927083333,2.732975,7.5625
3799,36,OAKLAND,39,KENWOOD,PM Period,Weekend/Holidays,0.275862069,32,7.925520833,2.17651875,8.28125
16538,51,SOUTH DEERING,47,BURNSIDE,AM Period,Weekend/Holidays,0.017241379,2,7.925,3.9445,9.375
23225,67,WEST ENGLEWOOD,61,NEW CITY,Lunch Period,Weekend/Holidays,0.051724138,6,7.922222222,2.3345,8.166666667
25348,27,EAST GARFIELD PARK,26,WEST GARFIELD PARK,AM Period,Weekend/Holidays,0.068965517,8,7.920833333,2.861775,9.22
5539,22,LOGAN SQUARE,24,WEST TOWN,AM Period,Weekend/Holidays,2.732758621,317,7.920662461,2.731362461,10.27410095
5918,38,GRAND BOULEVARD,35,DOUGLAS,AM Period,Weekdays,1.543103448,179,7.917132216,2.133924581,7.889664804
3971,28,NEAR WEST SIDE,32,LOOP,Lunch Period,Weekend/Holidays,121.7672414,14125,7.916146313,1.651875958,9.03787469
29086,41,HYDE PARK,40,WASHINGTON PARK,AM Period,Weekend/Holidays,0.129310345,15,7.913333333,2.088706667,8.336666667
6887,34,ARMOUR SQUARE,33,NEAR SOUTH SIDE,Night,Weekend/Holidays,1.318965517,153,7.909041394,2.89210719,11.18686275
3466,43,SOUTH SHORE,43,SOUTH SHORE,PM Period,Weekend/Holidays,2.163793103,251,7.908366534,1.230206773,8.929880478
640,14,ALBANY PARK,16,IRVING PARK,Night,Weekdays,7.836206897,909,7.908287495,1.998932783,7.70159516
20565,51,SOUTH DEERING,54,RIVERDALE,PM Period,Weekdays,0.034482759,4,7.904166667,0.34615,8.0625
1696,1,ROGERS PARK,1,ROGERS PARK,AM Period,Weekdays,28.88793103,3351,7.900014921,1.997591525,8.420686362
29348,20,HERMOSA,23,HUMBOLDT PARK,PM Period,Weekend/Holidays,0.129310345,15,7.894444444,1.808566667,7.15
16698,73,WASHINGTON HEIGHTS,67,WEST ENGLEWOOD,Night,Weekend/Holidays,0.017241379,2,7.883333333,4.83805,10.25
5692,11,JEFFERSON PARK,12,FOREST GLEN,Night,Weekdays,1.870689655,217,7.881182796,3.250790323,9.796635945
4423,41,HYDE PARK,39,KENWOOD,Lunch Period,Weekdays,5.439655172,631,7.878658214,2.010688431,8.271838352
769,77,EDGEWATER,77,EDGEWATER,Lunch Period,Weekend/Holidays,20.18965517,2342,7.876387703,1.54379889,9.019056362
7084,53,WEST PULLMAN,53,WEST PULLMAN,PM Period,Weekend/Holidays,0.267241379,31,7.872580645,1.014819355,10.93548387
1810,5,NORTH CENTER,6,LAKE VIEW,Night,Weekdays,6.431034483,746,7.871939231,2.184182976,8.827225201
311,2,WEST RIDGE,4,LINCOLN SQUARE,AM Period,Weekend/Holidays,2.103448276,244,7.871174863,2.634527459,8.840163934
23062,59,MCKINLEY PARK,34,ARMOUR SQUARE,Night,Weekdays,0.051724138,6,7.869444444,4.328216667,10.16666667
24033,65,WEST LAWN,56,GARFIELD RIDGE,AM Period,Weekend/Holidays,0.051724138,6,7.869444444,2.50355,12.79166667
7152,46,SOUTH CHICAGO,48,CALUMET HEIGHTS,Lunch Period,Weekdays,0.25862069,30,7.865555556,1.644883333,6.741666667
24829,48,CALUMET HEIGHTS,45,AVALON PARK,Night,Weekdays,0.060344828,7,7.864285714,1.0327,7.464285714
18864,68,ENGLEWOOD,63,GAGE PARK,AM Period,Weekdays,0.025862069,3,7.861111111,2.114466667,7.166666667
4254,5,NORTH CENTER,6,LAKE VIEW,Night,Weekend/Holidays,5.655172414,656,7.859146341,2.155976524,8.773719512
31818,35,DOUGLAS,34,ARMOUR SQUARE,Night,Weekend/Holidays,0.232758621,27,7.856790123,1.508033333,6.981481481
5436,70,ASHBURN,70,ASHBURN,Lunch Period,Weekdays,1.474137931,171,7.851559454,1.118526316,8.16380117
30640,20,HERMOSA,22,LOGAN SQUARE,Lunch Period,Weekdays,0.172413793,20,7.849166667,2.274125,7.9625
932,13,NORTH PARK,14,ALBANY PARK,Night,Weekdays,0.948275862,110,7.843939394,2.502818182,8.656818182
26131,55,HEGEWISCH,51,SOUTH DEERING,AM Period,Weekdays,0.077586207,9,7.842592593,2.991022222,10.70222222
3120,45,AVALON PARK,44,CHATHAM,AM Period,Weekdays,0.422413793,49,7.842517007,2.007242857,7.479591837
1175,4,LINCOLN SQUARE,14,ALBANY PARK,AM Period,Weekend/Holidays,1.198275862,139,7.835371703,2.420559712,8.424100719
4085,3,UPTOWN,6,LAKE VIEW,AM Period,Weekend/Holidays,10.98275862,1274,7.834458399,2.452090659,8.768532182
25173,20,HERMOSA,22,LOGAN SQUARE,Lunch Period,Weekend/Holidays,0.068965517,8,7.827083333,2.0104875,7.34375
25621,68,ENGLEWOOD,40,WASHINGTON PARK,AM Period,Weekdays,0.068965517,8,7.822916667,2.6061875,7.53125
5431,5,NORTH CENTER,4,LINCOLN SQUARE,Night,Weekdays,3.844827586,446,7.822795217,2.012211211,8.234775785
31875,38,GRAND BOULEVARD,36,OAKLAND,Night,Weekdays,0.24137931,28,7.819642857,2.0286,8.080357143
772,75,MORGAN PARK,75,MORGAN PARK,Night,Weekdays,0.49137931,57,7.819590643,2.096954386,11.23947368
4349,35,DOUGLAS,33,NEAR SOUTH SIDE,AM Period,Weekdays,6.49137931,753,7.816932271,2.094111819,8.099150066
22790,37,FULLER PARK,34,ARMOUR SQUARE,Night,Weekend/Holidays,0.043103448,5,7.81,5.68652,13
4384,12,FOREST GLEN,16,IRVING PARK,AM Period,Weekdays,0.603448276,70,7.804761905,2.66639,9.289714286
7392,31,LOWER WEST SIDE,60,BRIDGEPORT,Night,Weekend/Holidays,0.267241379,31,7.801075269,2.782703226,10.48096774
21246,51,SOUTH DEERING,52,EAST SIDE,Lunch Period,Weekdays,0.034482759,4,7.8,2.53575,13.4375
27086,31,LOWER WEST SIDE,34,ARMOUR SQUARE,AM Period,Weekend/Holidays,0.086206897,10,7.8,0.86618,8.775
18438,61,NEW CITY,68,ENGLEWOOD,Night,Weekend/Holidays,0.025862069,3,7.794444444,2.329133333,7.583333333
22238,58,BRIGHTON PARK,33,NEAR SOUTH SIDE,AM Period,Weekend/Holidays,0.043103448,5,7.783333333,6.41746,17.262
18849,46,SOUTH CHICAGO,48,CALUMET HEIGHTS,PM Period,Weekend/Holidays,0.025862069,3,7.777777778,2.457933333,7.583333333
28044,72,BEVERLY,73,WASHINGTON HEIGHTS,AM Period,Weekdays,0.103448276,12,7.777777778,1.985666667,6.875
602,39,KENWOOD,36,OAKLAND,PM Period,Weekdays,0.594827586,69,7.777777778,1.584333333,7.862318841
29564,60,BRIDGEPORT,31,LOWER WEST SIDE,Night,Weekend/Holidays,0.137931034,16,7.777083333,2.7148625,9.065
1343,5,NORTH CENTER,21,AVONDALE,AM Period,Weekend/Holidays,0.913793103,106,7.773584906,1.971490566,7.894811321
30537,68,ENGLEWOOD,69,GREATER GRAND CROSSING,AM Period,Weekend/Holidays,0.172413793,20,7.773333333,2.544605,9.6375
24023,36,OAKLAND,42,WOODLAWN,Night,Weekend/Holidays,0.051724138,6,7.766666667,4.851466667,10.58333333
4341,43,SOUTH SHORE,43,SOUTH SHORE,PM Period,Weekdays,6.017241379,698,7.75974212,1.239008023,15.3480086
74,39,KENWOOD,38,GRAND BOULEVARD,PM Period,Weekdays,2.172413793,252,7.753769841,1.833802778,17.50035714
21933,57,ARCHER HEIGHTS,60,BRIDGEPORT,Night,Weekdays,0.043103448,5,7.753333333,7.27076,14.05
4732,44,CHATHAM,69,GREATER GRAND CROSSING,AM Period,Weekdays,1.068965517,124,7.753091398,2.067681452,7.175080645
11212,31,LOWER WEST SIDE,62,WEST ELSDON,PM Period,Weekdays,0.00862069,1,7.75,2.1413,10.5
30820,18,MONTCLARE,17,DUNNING,Lunch Period,Weekdays,0.181034483,21,7.746031746,2.055433333,7.238095238
24885,71,AUBURN GRESHAM,67,WEST ENGLEWOOD,Lunch Period,Weekend/Holidays,0.060344828,7,7.745238095,3.266,11.63571429
23997,12,FOREST GLEN,11,JEFFERSON PARK,Lunch Period,Weekend/Holidays,0.051724138,6,7.738888889,2.3506,8.041666667
82,28,NEAR WEST SIDE,32,LOOP,AM Period,Weekdays,1993.103448,231200,7.738859429,1.334757965,7.933780234
28328,10,NORWOOD PARK,9,EDISON PARK,Lunch Period,Weekdays,0.112068966,13,7.738461538,3.070146154,9.211538462
728,32,LOOP,8,NEAR NORTH SIDE,AM Period,Weekend/Holidays,176.3706897,20459,7.735044072,1.978373572,8.797727162
22621,59,MCKINLEY PARK,33,NEAR SOUTH SIDE,Night,Weekend/Holidays,0.043103448,5,7.733333333,1.1753,13.47
31086,19,BELMONT CRAGIN,20,HERMOSA,AM Period,Weekdays,0.189655172,22,7.73030303,2.193990909,7.613636364
25858,29,NORTH LAWNDALE,30,SOUTH LAWNDALE,Night,Weekend/Holidays,0.068965517,8,7.725,1.6925125,7.1875
29638,31,LOWER WEST SIDE,60,BRIDGEPORT,AM Period,Weekdays,0.137931034,16,7.723958333,2.9302,8.015625
23019,61,NEW CITY,67,WEST ENGLEWOOD,Lunch Period,Weekend/Holidays,0.051724138,6,7.719444444,1.395333333,6.708333333
30469,31,LOWER WEST SIDE,30,SOUTH LAWNDALE,AM Period,Weekend/Holidays,0.163793103,19,7.718421053,2.398052632,9.447368421
2542,19,BELMONT CRAGIN,19,BELMONT CRAGIN,Lunch Period,Weekdays,2.543103448,295,7.717853107,1.683350508,8.638644068
4296,2,WEST RIDGE,2,WEST RIDGE,PM Period,Weekdays,61.02586207,7079,7.71716815,0.996316853,7.86681876
22886,67,WEST ENGLEWOOD,61,NEW CITY,AM Period,Weekdays,0.043103448,5,7.716666667,4.32768,9.45
4522,3,UPTOWN,77,EDGEWATER,Night,Weekend/Holidays,15.47413793,1795,7.715571031,2.02986468,8.410222841
29684,38,GRAND BOULEVARD,37,FULLER PARK,PM Period,Weekend/Holidays,0.137931034,16,7.7125,1.2397,6.8125
2603,2,WEST RIDGE,77,EDGEWATER,AM Period,Weekend/Holidays,3.844827586,446,7.711733931,2.117547085,8.140022422
7259,19,BELMONT CRAGIN,15,PORTAGE PARK,Night,Weekend/Holidays,0.75862069,88,7.705113636,2.014146591,8.299090909
3932,32,LOOP,28,NEAR WEST SIDE,AM Period,Weekend/Holidays,88.98275862,10322,7.704724537,2.174629277,9.201017245
5056,24,WEST TOWN,24,WEST TOWN,Lunch Period,Weekend/Holidays,11.5862069,1344,7.702430556,1.716291146,8.462239583
7097,38,GRAND BOULEVARD,36,OAKLAND,Lunch Period,Weekdays,0.482758621,56,7.691369048,1.8414375,7.892857143
5167,14,ALBANY PARK,14,ALBANY PARK,Lunch Period,Weekdays,6.163793103,715,7.691072261,1.560709231,7.012307692
28018,13,NORTH PARK,12,FOREST GLEN,PM Period,Weekend/Holidays,0.103448276,12,7.690277778,1.443633333,8.3125
21740,50,PULLMAN,51,SOUTH DEERING,Lunch Period,Weekend/Holidays,0.043103448,5,7.69,0.57638,4.25
2482,41,HYDE PARK,39,KENWOOD,Night,Weekdays,1.172413793,136,7.68872549,2.314730147,8.580220588
29172,34,ARMOUR SQUARE,36,OAKLAND,Night,Weekend/Holidays,0.129310345,15,7.683333333,1.55848,8.533333333
31718,63,GAGE PARK,63,GAGE PARK,Lunch Period,Weekdays,0.232758621,27,7.682716049,1.128788889,13.90555556
23449,46,SOUTH CHICAGO,43,SOUTH SHORE,Night,Weekend/Holidays,0.051724138,6,7.675,1.744166667,11.79166667
5773,34,ARMOUR SQUARE,60,BRIDGEPORT,Lunch Period,Weekdays,0.327586207,38,7.674122807,1.8354,7.535526316
2868,44,CHATHAM,69,GREATER GRAND CROSSING,AM Period,Weekend/Holidays,0.612068966,71,7.672535211,2.513187324,7.591549296
1376,22,LOGAN SQUARE,21,AVONDALE,AM Period,Weekdays,1.465517241,170,7.671470588,1.897432353,9.010294118
23433,73,WASHINGTON HEIGHTS,72,BEVERLY,PM Period,Weekend/Holidays,0.051724138,6,7.669444444,1.7549,16.70833333
30994,27,EAST GARFIELD PARK,26,WEST GARFIELD PARK,PM Period,Weekdays,0.189655172,22,7.667424242,2.133981818,7.875
17687,50,PULLMAN,49,ROSELAND,Night,Weekend/Holidays,0.025862069,3,7.666666667,4.116233333,9.416666667
18221,59,MCKINLEY PARK,2,WEST RIDGE,Night,Weekend/Holidays,0.025862069,3,7.666666667,3.917666667,10.66666667
17471,30,SOUTH LAWNDALE,59,MCKINLEY PARK,Lunch Period,Weekend/Holidays,0.025862069,3,7.666666667,0.751333333,5.666666667
17589,72,BEVERLY,71,AUBURN GRESHAM,AM Period,Weekdays,0.025862069,3,7.666666667,0,6
31694,59,MCKINLEY PARK,58,BRIGHTON PARK,PM Period,Weekdays,0.232758621,27,7.664814815,1.248048148,6.37962963
24977,59,MCKINLEY PARK,30,SOUTH LAWNDALE,AM Period,Weekdays,0.060344828,7,7.664285714,7.5279,16.71428571
30668,20,HERMOSA,19,BELMONT CRAGIN,Lunch Period,Weekdays,0.172413793,20,7.6625,2.346575,7.6275
3816,48,CALUMET HEIGHTS,51,SOUTH DEERING,AM Period,Weekdays,0.336206897,39,7.661538462,1.716507692,5.871794872
28535,69,GREATER GRAND CROSSING,34,ARMOUR SQUARE,Night,Weekdays,0.112068966,13,7.66025641,7.750292308,15.69230769
25693,61,NEW CITY,68,ENGLEWOOD,Lunch Period,Weekend/Holidays,0.068965517,8,7.658333333,2.934225,8.78125
22180,67,WEST ENGLEWOOD,69,GREATER GRAND CROSSING,Night,Weekdays,0.043103448,5,7.656666667,2.62108,7.75
21884,67,WEST ENGLEWOOD,61,NEW CITY,Lunch Period,Weekdays,0.043103448,5,7.653333333,1.86438,8.65
6188,34,ARMOUR SQUARE,60,BRIDGEPORT,AM Period,Weekdays,0.318965517,37,7.652702703,2.596886486,9.405405405
3067,5,NORTH CENTER,21,AVONDALE,PM Period,Weekend/Holidays,0.655172414,76,7.646929825,1.625040789,7.588815789
29493,53,WEST PULLMAN,53,WEST PULLMAN,Night,Weekend/Holidays,0.137931034,16,7.644791667,2.386825,8.109375
22025,68,ENGLEWOOD,67,WEST ENGLEWOOD,PM Period,Weekend/Holidays,0.043103448,5,7.64,1.69694,6
29092,53,WEST PULLMAN,54,RIVERDALE,AM Period,Weekdays,0.129310345,15,7.64,0.964926667,14.81133333
2913,20,HERMOSA,22,LOGAN SQUARE,Night,Weekdays,0.646551724,75,7.632444444,1.559124,8.725866667
4432,41,HYDE PARK,41,HYDE PARK,Lunch Period,Weekdays,23.68965517,2748,7.631471373,1.703412809,11.34349345
1375,22,LOGAN SQUARE,24,WEST TOWN,Night,Weekdays,11.69827586,1357,7.625607959,2.442311864,9.272350774
18910,58,BRIGHTON PARK,63,GAGE PARK,Night,Weekend/Holidays,0.025862069,3,7.622222222,2.9624,9.583333333
30317,31,LOWER WEST SIDE,34,ARMOUR SQUARE,Night,Weekend/Holidays,0.163793103,19,7.620175439,2.087915789,8.302631579
3591,14,ALBANY PARK,4,LINCOLN SQUARE,AM Period,Weekend/Holidays,1.112068966,129,7.607751938,2.750978295,8.669147287
18955,58,BRIGHTON PARK,60,BRIDGEPORT,Night,Weekdays,0.025862069,3,7.6,4.599233333,10.41666667
2519,14,ALBANY PARK,4,LINCOLN SQUARE,Night,Weekend/Holidays,2.75862069,320,7.599375,2.363832187,8.39671875
29498,41,HYDE PARK,40,WASHINGTON PARK,Night,Weekend/Holidays,0.137931034,16,7.598958333,2.00746875,8.04375
28770,45,AVALON PARK,48,CALUMET HEIGHTS,Lunch Period,Weekdays,0.120689655,14,7.597619048,1.83195,6.392857143
24601,46,SOUTH CHICAGO,45,AVALON PARK,Lunch Period,Weekend/Holidays,0.060344828,7,7.597619048,1.5364,6.642857143
30232,51,SOUTH DEERING,50,PULLMAN,PM Period,Weekdays,0.155172414,18,7.596296296,1.898905556,8.322777778
5545,4,LINCOLN SQUARE,5,NORTH CENTER,Night,Weekend/Holidays,1.181034483,137,7.596107056,2.461772263,8.757664234
31298,24,WEST TOWN,27,EAST GARFIELD PARK,Lunch Period,Weekend/Holidays,0.198275862,23,7.592753623,2.5424,8.086956522
26957,71,AUBURN GRESHAM,69,GREATER GRAND CROSSING,Night,Weekend/Holidays,0.086206897,10,7.591666667,3.63055,8.8
4576,35,DOUGLAS,35,DOUGLAS,Night,Weekend/Holidays,2.362068966,274,7.587773723,1.118244891,9.166240876
1989,14,ALBANY PARK,14,ALBANY PARK,PM Period,Weekdays,11.56034483,1341,7.587757892,1.183103878,11.34498881
791,16,IRVING PARK,21,AVONDALE,AM Period,Weekend/Holidays,0.965517241,112,7.578125,2.06094375,8.31625
28219,34,ARMOUR SQUARE,68,ENGLEWOOD,AM Period,Weekdays,0.112068966,13,7.567948718,5.371207692,12
10374,75,MORGAN PARK,72,BEVERLY,Night,Weekdays,0.00862069,1,7.566666667,3.2522,8.25
488,44,CHATHAM,45,AVALON PARK,AM Period,Weekdays,0.405172414,47,7.561702128,1.690842553,6.459787234
4664,10,NORWOOD PARK,10,NORWOOD PARK,Night,Weekend/Holidays,1.905172414,221,7.559879336,2.013884163,16.12846154
4526,46,SOUTH CHICAGO,43,SOUTH SHORE,AM Period,Weekdays,0.560344828,65,7.55974359,1.693967692,6.934615385
23256,58,BRIGHTON PARK,61,NEW CITY,Night,Weekend/Holidays,0.051724138,6,7.558333333,1.132366667,8.291666667
30594,20,HERMOSA,21,AVONDALE,Night,Weekend/Holidays,0.172413793,20,7.5575,1.96098,8.15
1808,7,LINCOLN PARK,6,LAKE VIEW,AM Period,Weekend/Holidays,12.31034483,1428,7.557142857,2.127161765,8.705448179
8831,70,ASHBURN,72,BEVERLY,Night,Weekdays,0.00862069,1,7.55,4.7656,10.25
2718,10,NORWOOD PARK,9,EDISON PARK,PM Period,Weekdays,0.405172414,47,7.54964539,2.19713617,7.868510638
2023,30,SOUTH LAWNDALE,30,SOUTH LAWNDALE,Night,Weekend/Holidays,0.672413793,78,7.548931624,1.817442308,9.598846154
29738,48,CALUMET HEIGHTS,46,SOUTH CHICAGO,PM Period,Weekdays,0.146551724,17,7.547058824,1.896011765,8.617647059
2951,39,KENWOOD,38,GRAND BOULEVARD,AM Period,Weekend/Holidays,1.181034483,137,7.546593674,1.879351825,7.755474453
634,14,ALBANY PARK,14,ALBANY PARK,Night,Weekdays,16.9137931,1962,7.546058444,1.413443782,7.635
13783,58,BRIGHTON PARK,59,MCKINLEY PARK,Night,Weekend/Holidays,0.017241379,2,7.541666667,3.3488,8.875
642,41,HYDE PARK,39,KENWOOD,Lunch Period,Weekend/Holidays,1.198275862,139,7.538609113,1.585792086,23.81784173
3890,8,NEAR NORTH SIDE,8,NEAR NORTH SIDE,PM Period,Weekdays,4252.887931,493335,7.536980618,1.310845333,8.332507485
6959,36,OAKLAND,38,GRAND BOULEVARD,Lunch Period,Weekend/Holidays,0.25,29,7.536206897,2.247337931,8.103448276
3558,48,CALUMET HEIGHTS,51,SOUTH DEERING,Lunch Period,Weekdays,0.293103448,34,7.535784314,1.582061765,6.602941176
8077,55,HEGEWISCH,51,SOUTH DEERING,AM Period,Weekend/Holidays,0.00862069,1,7.533333333,4.508,10.25
127,41,HYDE PARK,41,HYDE PARK,PM Period,Weekdays,30.07758621,3489,7.532401834,1.40051542,17.3138865
29946,34,ARMOUR SQUARE,37,FULLER PARK,Lunch Period,Weekdays,0.146551724,17,7.526470588,2.536223529,9.117647059
1788,34,ARMOUR SQUARE,33,NEAR SOUTH SIDE,AM Period,Weekdays,2.077586207,241,7.52351314,1.727509959,8.311950207
6901,14,ALBANY PARK,16,IRVING PARK,AM Period,Weekdays,2.931034483,340,7.522352941,1.984987941,7.863029412
19081,60,BRIDGEPORT,68,ENGLEWOOD,AM Period,Weekdays,0.025862069,3,20.53888889,8.817433333,18
2343,43,SOUTH SHORE,43,SOUTH SHORE,Lunch Period,Weekend/Holidays,1.534482759,178,7.503558052,1.410468539,6.758089888
11886,60,BRIDGEPORT,69,GREATER GRAND CROSSING,AM Period,Weekend/Holidays,0.00862069,1,19,0,18
15328,34,ARMOUR SQUARE,61,NEW CITY,Lunch Period,Weekend/Holidays,0.017241379,2,7.5,2.898,7.875
14920,34,ARMOUR SQUARE,61,NEW CITY,AM Period,Weekend/Holidays,0.017241379,2,7.5,1.5295,10.25
16884,61,NEW CITY,58,BRIGHTON PARK,Night,Weekend/Holidays,0.017241379,2,7.5,1.5295,7.625
14095,54,RIVERDALE,53,WEST PULLMAN,Lunch Period,Weekend/Holidays,0.017241379,2,7.5,0,3.25
27038,30,SOUTH LAWNDALE,31,LOWER WEST SIDE,Lunch Period,Weekend/Holidays,0.086206897,10,7.498333333,1.79032,7.575
844,21,AVONDALE,16,IRVING PARK,AM Period,Weekdays,1.318965517,153,7.496949891,1.911375163,8.267973856
1945,67,WEST ENGLEWOOD,67,WEST ENGLEWOOD,PM Period,Weekend/Holidays,0.327586207,38,7.496491228,0.693147368,8.605263158
