S/N,pickup_community_area,pickup_ca,dropoff_community_area,dropoff_ca,time_indicator,cal_day_desc,avg_trips,total_trips,average_time,average_km,average_fare
24449,60,BRIDGEPORT,44,CHATHAM,Night,Weekdays,0.060344828,7,123.8928571,14.352,26.67857143
23572,37,FULLER PARK,32,LOOP,Night,Weekdays,0.051724138,6,123.4972222,12.43188333,33.9
26335,25,AUSTIN,29,NORTH LAWNDALE,Night,Weekend/Holidays,0.077586207,9,122.6444444,7.336233333,16.44444444
21480,10,NORWOOD PARK,1,ROGERS PARK,PM Period,Weekend/Holidays,0.043103448,5,122.0666667,8.39132,26.2
28281,21,AVONDALE,33,NEAR SOUTH SIDE,Lunch Period,Weekdays,0.112068966,13,121.8576923,15.94271538,35.17307692
27350,58,BRIGHTON PARK,32,LOOP,Lunch Period,Weekdays,0.094827586,11,121.630303,7.230363636,27.03636364
21436,34,ARMOUR SQUARE,58,BRIGHTON PARK,Lunch Period,Weekend/Holidays,0.034482759,4,121.6208333,7.1484,17
8878,54,RIVERDALE,24,WEST TOWN,Night,Weekdays,0.00862069,1,121.0333333,34.5345,51.75
29867,2,WEST RIDGE,56,GARFIELD RIDGE,PM Period,Weekdays,0.146551724,17,120.0715686,30.25568824,60.29117647
26302,2,WEST RIDGE,10,NORWOOD PARK,Night,Weekdays,0.077586207,9,120.0240741,13.95691111,29.99333333
22300,59,MCKINLEY PARK,27,EAST GARFIELD PARK,AM Period,Weekdays,0.043103448,5,119.06,3.51624,10.15
10783,12,FOREST GLEN,53,WEST PULLMAN,Lunch Period,Weekdays,0.00862069,1,118.4,43.1319,79.5
8358,64,CLEARING,4,LINCOLN SQUARE,Night,Weekdays,0.00862069,1,117.8,29.785,66
8041,4,LINCOLN SQUARE,51,SOUTH DEERING,PM Period,Weekend/Holidays,0.00862069,1,117.6333333,65.1567,101.25
10024,16,IRVING PARK,46,SOUTH CHICAGO,PM Period,Weekdays,0.00862069,1,117.3833333,31.4111,71.75
8057,59,MCKINLEY PARK,69,GREATER GRAND CROSSING,Lunch Period,Weekdays,0.00862069,1,117.0833333,24.8101,40.25
26867,60,BRIDGEPORT,69,GREATER GRAND CROSSING,PM Period,Weekdays,0.086206897,10,117.0183333,6.88758,19.35
16405,29,NORTH LAWNDALE,76,OHARE,PM Period,Weekend/Holidays,0.017241379,2,117,17.71,85.9
19921,16,IRVING PARK,43,SOUTH SHORE,Lunch Period,Weekdays,0.034482759,4,116.1875,28.6419,46.75
8654,45,AVALON PARK,56,GARFIELD RIDGE,PM Period,Weekdays,0.00862069,1,116,17.227,55.75
26737,38,GRAND BOULEVARD,24,WEST TOWN,AM Period,Weekdays,0.086206897,10,115.5616667,11.63386,26.025
28970,35,DOUGLAS,59,MCKINLEY PARK,Lunch Period,Weekdays,0.120689655,14,115.1702381,3.1303,11.775
26799,3,UPTOWN,27,EAST GARFIELD PARK,Night,Weekdays,0.086206897,10,114.9,17.80821,33.516
29929,77,EDGEWATER,25,AUSTIN,PM Period,Weekdays,0.146551724,17,113.4588235,19.23476471,39.35294118
25063,11,JEFFERSON PARK,33,NEAR SOUTH SIDE,Lunch Period,Weekend/Holidays,0.060344828,7,112.8571429,6.7597,18.75
27852,3,UPTOWN,41,HYDE PARK,Night,Weekend/Holidays,0.103448276,12,112.2583333,15.70689167,40.47916667
8457,7,LINCOLN PARK,45,AVALON PARK,AM Period,Weekend/Holidays,0.00862069,1,111.9166667,22.5722,37.5
10080,3,UPTOWN,64,CLEARING,Night,Weekdays,0.00862069,1,111.3,29.3342,52.25
13408,40,WASHINGTON PARK,10,NORWOOD PARK,Lunch Period,Weekend/Holidays,0.00862069,1,111.2333333,27.9335,42.5
11855,2,WEST RIDGE,34,ARMOUR SQUARE,Night,Weekend/Holidays,0.00862069,1,111.05,115.92,175.5
8543,22,LOGAN SQUARE,59,MCKINLEY PARK,AM Period,Weekend/Holidays,0.00862069,1,111,1.771,67.25
26915,33,NEAR SOUTH SIDE,51,SOUTH DEERING,Night,Weekend/Holidays,0.086206897,10,110.8766667,21.15379,43.375
22405,59,MCKINLEY PARK,7,LINCOLN PARK,Lunch Period,Weekdays,0.043103448,5,110.82,10.4489,21.978
22620,71,AUBURN GRESHAM,73,WASHINGTON HEIGHTS,Night,Weekend/Holidays,0.043103448,5,110.64,2.51482,43.5
29306,56,GARFIELD RIDGE,59,MCKINLEY PARK,Lunch Period,Weekend/Holidays,0.129310345,15,110.6222222,9.113673333,23.29666667
22235,40,WASHINGTON PARK,68,ENGLEWOOD,Night,Weekend/Holidays,0.043103448,5,110.2766667,2.5921,7.5
5134,59,MCKINLEY PARK,28,NEAR WEST SIDE,AM Period,Weekdays,0.965517241,112,109.7410714,5.51195,16.30098214
14816,10,NORWOOD PARK,46,SOUTH CHICAGO,PM Period,Weekdays,0.017241379,2,109.6583333,21.9604,42.75
25844,43,SOUTH SHORE,50,PULLMAN,Night,Weekdays,0.068965517,8,109.3395833,12.642525,23.21875
9106,63,GAGE PARK,32,LOOP,Night,Weekdays,0.00862069,1,109.1,17.227,43.75
26186,70,ASHBURN,28,NEAR WEST SIDE,Night,Weekend/Holidays,0.077586207,9,108.7462963,20.99976667,34.88888889
8028,4,LINCOLN SQUARE,66,CHICAGO LAWN,Night,Weekdays,0.00862069,1,108.4666667,32.3127,51.25
7579,10,NORWOOD PARK,49,ROSELAND,AM Period,Weekdays,0.00862069,1,108.4166667,63.756,98.25
11506,73,WASHINGTON HEIGHTS,13,NORTH PARK,PM Period,Weekdays,0.00862069,1,108,2.898,84.5
27824,3,UPTOWN,51,SOUTH DEERING,PM Period,Weekdays,0.103448276,12,107.5861111,26.746125,44.58333333
20552,39,KENWOOD,69,GREATER GRAND CROSSING,Night,Weekend/Holidays,0.034482759,4,107.2458333,4.1377,10.4375
7016,59,MCKINLEY PARK,28,NEAR WEST SIDE,Lunch Period,Weekdays,0.663793103,77,107.0497835,5.945081818,16.04324675
25983,76,OHARE,69,GREATER GRAND CROSSING,AM Period,Weekend/Holidays,0.077586207,9,107.0407407,33.33236667,54.43333333
24550,60,BRIDGEPORT,68,ENGLEWOOD,Night,Weekdays,0.060344828,7,106.9404762,7.0012,15.10714286
7537,76,OHARE,73,WASHINGTON HEIGHTS,PM Period,Weekdays,0.284482759,33,105.940404,41.89854242,79.65181818
25915,35,DOUGLAS,60,BRIDGEPORT,AM Period,Weekend/Holidays,0.068965517,8,105.71875,2.885925,8.53125
10581,16,IRVING PARK,60,BRIDGEPORT,PM Period,Weekend/Holidays,0.00862069,1,105.5,32.6186,73.75
26760,12,FOREST GLEN,21,AVONDALE,AM Period,Weekdays,0.086206897,10,105.3333333,1.10768,17.224
29340,61,NEW CITY,41,HYDE PARK,AM Period,Weekdays,0.129310345,15,105.1188889,9.86286,20.00333333
26664,32,LOOP,70,ASHBURN,Night,Weekend/Holidays,0.086206897,10,104.8633333,11.52116,47.99
24935,76,OHARE,48,CALUMET HEIGHTS,Night,Weekend/Holidays,0.060344828,7,104.8333333,47.1155,94.51428571
27781,1,ROGERS PARK,25,AUSTIN,Night,Weekdays,0.103448276,12,104.3416667,21.53375,39.6875
26191,59,MCKINLEY PARK,6,LAKE VIEW,AM Period,Weekdays,0.077586207,9,103.4796296,11.81203333,25.08333333
11119,36,OAKLAND,26,WEST GARFIELD PARK,AM Period,Weekend/Holidays,0.00862069,1,103.3833333,53.774,93
24811,57,ARCHER HEIGHTS,76,OHARE,AM Period,Weekdays,0.060344828,7,102.997619,45.0777,94.02857143
9871,63,GAGE PARK,77,EDGEWATER,Lunch Period,Weekdays,0.00862069,1,101.9833333,36.1445,65
18154,76,OHARE,53,WEST PULLMAN,PM Period,Weekend/Holidays,0.025862069,3,101.8388889,54.62193333,53.92
29696,24,WEST TOWN,35,DOUGLAS,AM Period,Weekdays,0.146551724,17,101.6901961,9.052935294,21.33823529
27917,23,HUMBOLDT PARK,43,SOUTH SHORE,Night,Weekdays,0.103448276,12,101.575,24.38076667,39.5
28673,37,FULLER PARK,3,UPTOWN,Lunch Period,Weekdays,0.120689655,14,100.2059524,30.797,52.28571429
28734,25,AUSTIN,32,LOOP,Night,Weekend/Holidays,0.120689655,14,100.152381,14.7177,35.04285714
26952,10,NORWOOD PARK,3,UPTOWN,Night,Weekdays,0.086206897,10,99.53666667,11.43905,32.81
14517,15,PORTAGE PARK,33,NEAR SOUTH SIDE,Lunch Period,Weekend/Holidays,0.017241379,2,99.28333333,24.7296,65.3
18607,68,ENGLEWOOD,76,OHARE,Lunch Period,Weekend/Holidays,0.025862069,3,99.27222222,29.90843333,53.16666667
29322,22,LOGAN SQUARE,56,GARFIELD RIDGE,Night,Weekend/Holidays,0.129310345,15,99.04555556,19.73001333,36.82133333
11142,41,HYDE PARK,23,HUMBOLDT PARK,AM Period,Weekend/Holidays,0.00862069,1,99,0,56.5
19342,2,WEST RIDGE,75,MORGAN PARK,PM Period,Weekdays,0.025862069,3,98.88888889,44.76873333,75.83333333
31608,76,OHARE,71,AUBURN GRESHAM,PM Period,Weekdays,0.215517241,25,98.79933333,39.93122,76.994
28622,73,WASHINGTON HEIGHTS,69,GREATER GRAND CROSSING,PM Period,Weekdays,0.112068966,13,98.63461538,7.226423077,15.63461538
17852,27,EAST GARFIELD PARK,16,IRVING PARK,Night,Weekend/Holidays,0.025862069,3,98.55555556,14.3773,32.83333333
12015,70,ASHBURN,47,BURNSIDE,AM Period,Weekdays,0.00862069,1,98.41666667,12.075,45.75
1680,7,LINCOLN PARK,2,WEST RIDGE,Night,Weekend/Holidays,1.715517241,199,98.36524288,10.63392864,45.88085427
22989,59,MCKINLEY PARK,3,UPTOWN,AM Period,Weekdays,0.051724138,6,98.21944444,9.236033333,18.70833333
8302,37,FULLER PARK,47,BURNSIDE,PM Period,Weekdays,0.00862069,1,98,0,3.25
23566,59,MCKINLEY PARK,7,LINCOLN PARK,PM Period,Weekdays,0.051724138,6,97.84444444,18.18226667,40.575
28788,33,NEAR SOUTH SIDE,13,NORTH PARK,PM Period,Weekdays,0.120689655,14,97.70714286,14.44515,39.15857143
25350,61,NEW CITY,37,FULLER PARK,AM Period,Weekend/Holidays,0.068965517,8,97.50416667,4.24235,20.625
13031,65,WEST LAWN,5,NORTH CENTER,Lunch Period,Weekdays,0.00862069,1,97.31666667,32.3449,62.25
25819,76,OHARE,52,EAST SIDE,PM Period,Weekdays,0.068965517,8,97.06875,64.4543375,111.6375
11389,44,CHATHAM,2,WEST RIDGE,Lunch Period,Weekend/Holidays,0.00862069,1,96.9,36.8851,65.5
13693,36,OAKLAND,6,LAKE VIEW,PM Period,Weekend/Holidays,0.017241379,2,96.7,16.8728,27.625
30030,43,SOUTH SHORE,70,ASHBURN,Lunch Period,Weekdays,0.155172414,18,96.65833333,8.588455556,22.05555556
7359,59,MCKINLEY PARK,32,LOOP,PM Period,Weekdays,0.267241379,31,96.45591398,8.979125806,23.06935484
31367,10,NORWOOD PARK,2,WEST RIDGE,Night,Weekdays,0.206896552,24,96.01111111,12.41175833,38.48125
30554,69,GREATER GRAND CROSSING,42,WOODLAWN,PM Period,Weekend/Holidays,0.172413793,20,96.0075,3.621695,12.025
29230,34,ARMOUR SQUARE,76,OHARE,Night,Weekend/Holidays,0.129310345,15,95.70666667,28.28555333,58.02
9123,39,KENWOOD,14,ALBANY PARK,Lunch Period,Weekdays,0.00862069,1,95.01666667,24.9067,57
29567,11,JEFFERSON PARK,7,LINCOLN PARK,PM Period,Weekend/Holidays,0.137931034,16,95.01458333,8.2754,23.3625
11297,34,ARMOUR SQUARE,10,NORWOOD PARK,Lunch Period,Weekend/Holidays,0.00862069,1,95,46.207,74
28446,7,LINCOLN PARK,38,GRAND BOULEVARD,PM Period,Weekdays,0.112068966,13,94.57820513,8.736107692,26.42
9670,77,EDGEWATER,30,SOUTH LAWNDALE,AM Period,Weekend/Holidays,0.00862069,1,94.38333333,27.6598,41.75
11780,16,IRVING PARK,53,WEST PULLMAN,Lunch Period,Weekdays,0.00862069,1,94.36666667,38.4629,65
12975,49,ROSELAND,57,ARCHER HEIGHTS,PM Period,Weekdays,0.00862069,1,94.05,20.9139,37
8694,27,EAST GARFIELD PARK,21,AVONDALE,Night,Weekdays,0.00862069,1,94,2.898,90.25
11616,31,LOWER WEST SIDE,18,MONTCLARE,PM Period,Weekdays,0.00862069,1,94,0,52.75
9172,61,NEW CITY,15,PORTAGE PARK,PM Period,Weekdays,0.00862069,1,93.96666667,50.1515,80.75
28176,2,WEST RIDGE,38,GRAND BOULEVARD,Night,Weekend/Holidays,0.103448276,12,93.92361111,26.3557,43.22916667
5904,76,OHARE,43,SOUTH SHORE,PM Period,Weekdays,0.879310345,102,93.57598039,39.09869216,79.95107843
15901,5,NORTH CENTER,40,WASHINGTON PARK,Lunch Period,Weekend/Holidays,0.017241379,2,93.5,26.8065,62.5
13995,18,MONTCLARE,41,HYDE PARK,AM Period,Weekdays,0.017241379,2,93.5,15.295,58.75
9784,13,NORTH PARK,45,AVALON PARK,PM Period,Weekdays,0.00862069,1,93.18333333,52.9207,88
9237,4,LINCOLN SQUARE,73,WASHINGTON HEIGHTS,PM Period,Weekdays,0.00862069,1,93.06666667,36.6919,60.25
10263,2,WEST RIDGE,26,WEST GARFIELD PARK,PM Period,Weekdays,0.00862069,1,93,83.881,126.75
8656,10,NORWOOD PARK,42,WOODLAWN,Night,Weekdays,0.00862069,1,93,0,93
10359,75,MORGAN PARK,6,LAKE VIEW,Lunch Period,Weekend/Holidays,0.00862069,1,92.98333333,36.1606,68.25
14804,65,WEST LAWN,3,UPTOWN,Lunch Period,Weekdays,0.017241379,2,92.975,46.77855,81.125
23864,49,ROSELAND,77,EDGEWATER,Night,Weekdays,0.051724138,6,92.94166667,36.32428333,56.5
5631,21,AVONDALE,32,LOOP,Night,Weekdays,0.327586207,38,92.56008772,10.88614211,29.30315789
8556,48,CALUMET HEIGHTS,76,OHARE,Lunch Period,Weekend/Holidays,0.00862069,1,92.41666667,55.0781,84
18819,76,OHARE,55,HEGEWISCH,PM Period,Weekdays,0.025862069,3,92.36666667,65.2533,113
13048,12,FOREST GLEN,56,GARFIELD RIDGE,PM Period,Weekdays,0.00862069,1,92,57.155,94
17016,29,NORTH LAWNDALE,13,NORTH PARK,PM Period,Weekdays,0.017241379,2,91.85833333,30.7027,56.75
29150,77,EDGEWATER,43,SOUTH SHORE,PM Period,Weekend/Holidays,0.129310345,15,91.84555556,23.83014667,40.76666667
27813,46,SOUTH CHICAGO,41,HYDE PARK,Night,Weekend/Holidays,0.103448276,12,91.64444444,5.805391667,12.77083333
30215,77,EDGEWATER,56,GARFIELD RIDGE,Night,Weekend/Holidays,0.155172414,18,91.48981481,23.80653333,51.76944444
20988,59,MCKINLEY PARK,27,EAST GARFIELD PARK,Lunch Period,Weekdays,0.034482759,4,91.27916667,3.207925,9.375
31291,13,NORTH PARK,3,UPTOWN,Night,Weekdays,0.198275862,23,91.27753623,5.3151,17.11086957
13160,39,KENWOOD,11,JEFFERSON PARK,Lunch Period,Weekdays,0.00862069,1,91,41.377,71
8521,15,PORTAGE PARK,45,AVALON PARK,PM Period,Weekdays,0.00862069,1,91,1.932,61
28222,12,FOREST GLEN,77,EDGEWATER,AM Period,Weekdays,0.112068966,13,90.91794872,12.06880769,26.25923077
9770,15,PORTAGE PARK,74,MOUNT GREENWOOD,Lunch Period,Weekdays,0.00862069,1,90.63333333,40.3144,62.75
13705,22,LOGAN SQUARE,75,MORGAN PARK,Lunch Period,Weekend/Holidays,0.017241379,2,90.5,37.352,68.75
26496,3,UPTOWN,69,GREATER GRAND CROSSING,Night,Weekdays,0.077586207,9,90.35185185,22.26272222,44.36111111
11534,70,ASHBURN,13,NORTH PARK,PM Period,Weekdays,0.00862069,1,90.13333333,42.7777,70
8550,62,WEST ELSDON,65,WEST LAWN,AM Period,Weekdays,0.00862069,1,89.81666667,11.431,42.75
29125,25,AUSTIN,16,IRVING PARK,Night,Weekdays,0.129310345,15,89.81333333,9.652486667,44.18333333
3227,76,OHARE,58,BRIGHTON PARK,PM Period,Weekdays,0.336206897,39,89.61367521,38.93475385,75.95717949
29389,7,LINCOLN PARK,44,CHATHAM,PM Period,Weekdays,0.137931034,16,89.52604167,18.68103125,36.296875
8808,9,EDISON PARK,54,RIVERDALE,PM Period,Weekdays,0.00862069,1,89.2,47.0925,71.5
12177,2,WEST RIDGE,75,MORGAN PARK,Lunch Period,Weekend/Holidays,0.00862069,1,89,0,3.25
17951,47,BURNSIDE,56,GARFIELD RIDGE,PM Period,Weekdays,0.025862069,3,88.98333333,14.8925,54.15
26428,59,MCKINLEY PARK,61,NEW CITY,AM Period,Weekdays,0.077586207,9,88.96111111,2.652922222,8.944444444
20671,58,BRIGHTON PARK,68,ENGLEWOOD,Lunch Period,Weekdays,0.034482759,4,88.65833333,6.2951,13.5
22006,44,CHATHAM,76,OHARE,PM Period,Weekdays,0.043103448,5,88.58333333,47.24384,76.65
17936,39,KENWOOD,21,AVONDALE,Lunch Period,Weekdays,0.025862069,3,88.45555556,21.4935,55
11527,9,EDISON PARK,44,CHATHAM,PM Period,Weekdays,0.00862069,1,88.26666667,37.5452,64.75
31013,26,WEST GARFIELD PARK,6,LAKE VIEW,AM Period,Weekdays,0.189655172,22,88.18333333,15.75019091,28.72727273
10816,9,EDISON PARK,71,AUBURN GRESHAM,PM Period,Weekdays,0.00862069,1,87.98333333,35.8869,58.75
29246,27,EAST GARFIELD PARK,22,LOGAN SQUARE,PM Period,Weekdays,0.129310345,15,87.90888889,5.0876,13.75466667
14855,2,WEST RIDGE,38,GRAND BOULEVARD,PM Period,Weekend/Holidays,0.017241379,2,87.5,0,70.875
30499,76,OHARE,46,SOUTH CHICAGO,PM Period,Weekdays,0.163793103,19,87.23508772,50.08371053,85.86631579
29130,21,AVONDALE,33,NEAR SOUTH SIDE,PM Period,Weekdays,0.129310345,15,87.08222222,10.25033333,28.658
19178,45,AVALON PARK,76,OHARE,Lunch Period,Weekdays,0.025862069,3,87.01666667,45.07463333,71.75
11902,21,AVONDALE,65,WEST LAWN,AM Period,Weekdays,0.00862069,1,87,30.751,63
11394,39,KENWOOD,14,ALBANY PARK,PM Period,Weekdays,0.00862069,1,87,24.311,51.75
12876,40,WASHINGTON PARK,67,WEST ENGLEWOOD,Night,Weekdays,0.00862069,1,87,13.685,40.5
10587,77,EDGEWATER,52,EAST SIDE,PM Period,Weekdays,0.00862069,1,86.93333333,38.3663,67.5
26449,40,WASHINGTON PARK,73,WASHINGTON HEIGHTS,Night,Weekdays,0.077586207,9,86.62222222,8.461444444,22.08333333
23190,7,LINCOLN PARK,38,GRAND BOULEVARD,AM Period,Weekend/Holidays,0.051724138,6,86.61666667,16.33345,49.485
13754,49,ROSELAND,2,WEST RIDGE,PM Period,Weekdays,0.017241379,2,86.54166667,17.28335,40.625
31290,33,NEAR SOUTH SIDE,49,ROSELAND,Night,Weekdays,0.198275862,23,86.33913043,18.6977,30.70217391
16722,2,WEST RIDGE,70,ASHBURN,PM Period,Weekdays,0.017241379,2,86.29166667,38.11675,64.5
29515,10,NORWOOD PARK,21,AVONDALE,PM Period,Weekdays,0.137931034,16,86.07916667,7.19166875,19.66
10176,75,MORGAN PARK,2,WEST RIDGE,PM Period,Weekdays,0.00862069,1,85.96666667,32.361,58.5
13505,21,AVONDALE,55,HEGEWISCH,PM Period,Weekdays,0.00862069,1,85.95,41.5219,68
18494,76,OHARE,50,PULLMAN,PM Period,Weekdays,0.025862069,3,85.33333333,25.22333333,105.9333333
2053,56,GARFIELD RIDGE,69,GREATER GRAND CROSSING,Night,Weekdays,0.586206897,68,85.26151961,16.74778824,38.54955882
9865,67,WEST ENGLEWOOD,76,OHARE,PM Period,Weekdays,0.00862069,1,85.2,45.6596,70
5074,8,NEAR NORTH SIDE,44,CHATHAM,PM Period,Weekend/Holidays,0.465517241,54,85.17932099,17.44345556,33.04203704
23324,38,GRAND BOULEVARD,24,WEST TOWN,PM Period,Weekend/Holidays,0.051724138,6,84.90833333,10.53208333,22.08333333
30563,64,CLEARING,56,GARFIELD RIDGE,PM Period,Weekend/Holidays,0.172413793,20,84.46166667,3.595935,17.2425
23090,45,AVALON PARK,38,GRAND BOULEVARD,AM Period,Weekend/Holidays,0.051724138,6,84.41944444,15.98461667,41.5
31553,67,WEST ENGLEWOOD,28,NEAR WEST SIDE,PM Period,Weekdays,0.215517241,25,84.402,11.864412,28.08
23750,27,EAST GARFIELD PARK,33,NEAR SOUTH SIDE,AM Period,Weekend/Holidays,0.051724138,6,84.37222222,8.25125,18
18851,24,WEST TOWN,65,WEST LAWN,PM Period,Weekdays,0.025862069,3,84.35,19.91033333,50.41666667
20800,1,ROGERS PARK,53,WEST PULLMAN,PM Period,Weekdays,0.034482759,4,84.19583333,19.348175,52.375
10292,71,AUBURN GRESHAM,17,DUNNING,PM Period,Weekdays,0.00862069,1,84.16666667,37.4808,66.75
9394,4,LINCOLN SQUARE,70,ASHBURN,PM Period,Weekdays,0.00862069,1,84.13333333,36.1445,63.75
13419,31,LOWER WEST SIDE,17,DUNNING,PM Period,Weekdays,0.00862069,1,84,0,3.25
10255,74,MOUNT GREENWOOD,15,PORTAGE PARK,Lunch Period,Weekdays,0.00862069,1,83.56666667,40.0085,65
9894,55,HEGEWISCH,76,OHARE,PM Period,Weekend/Holidays,0.00862069,1,83.53333333,97.888,144.75
27835,76,OHARE,51,SOUTH DEERING,PM Period,Weekdays,0.103448276,12,83.52916667,61.81729167,105.2625
8993,31,LOWER WEST SIDE,45,AVALON PARK,Lunch Period,Weekdays,0.00862069,1,83.48333333,26.565,50.25
29508,39,KENWOOD,43,SOUTH SHORE,Night,Weekend/Holidays,0.137931034,16,83.27916667,5.90970625,15.341875
31053,1,ROGERS PARK,42,WOODLAWN,PM Period,Weekdays,0.189655172,22,83.15075758,28.52407727,49.92045455
22583,37,FULLER PARK,70,ASHBURN,Lunch Period,Weekdays,0.043103448,5,83.08666667,9.0965,21.576
8068,77,EDGEWATER,62,WEST ELSDON,AM Period,Weekdays,0.00862069,1,83.06666667,30.751,57
18389,37,FULLER PARK,42,WOODLAWN,Lunch Period,Weekend/Holidays,0.025862069,3,83.05555556,13.05173333,21.83333333
26365,5,NORTH CENTER,10,NORWOOD PARK,Night,Weekend/Holidays,0.077586207,9,83.0037037,10.3201,24.44444444
31110,4,LINCOLN SQUARE,20,HERMOSA,PM Period,Weekdays,0.189655172,22,82.96363636,7.92925,19.73409091
17005,66,CHICAGO LAWN,76,OHARE,AM Period,Weekdays,0.017241379,2,82.75,22.38705,37.5
12626,70,ASHBURN,11,JEFFERSON PARK,AM Period,Weekdays,0.00862069,1,82.7,47.2696,81
25942,59,MCKINLEY PARK,3,UPTOWN,Lunch Period,Weekdays,0.077586207,9,82.47222222,13.64206667,24.08333333
11749,18,MONTCLARE,75,MORGAN PARK,PM Period,Weekdays,0.00862069,1,82.4,53.3232,83.25
4866,6,LAKE VIEW,71,AUBURN GRESHAM,PM Period,Weekdays,0.327586207,38,82.21710526,23.77885263,42.29605263
13106,69,GREATER GRAND CROSSING,9,EDISON PARK,AM Period,Weekdays,0.00862069,1,82,0,3.25
17419,10,NORWOOD PARK,38,GRAND BOULEVARD,PM Period,Weekdays,0.025862069,3,81.90555556,19.8996,34.16666667
21454,68,ENGLEWOOD,76,OHARE,Lunch Period,Weekdays,0.034482759,4,81.72916667,23.5382,57.5
30957,25,AUSTIN,6,LAKE VIEW,Night,Weekdays,0.181034483,21,81.69047619,9.594833333,23.14619048
17549,40,WASHINGTON PARK,53,WEST PULLMAN,AM Period,Weekend/Holidays,0.025862069,3,81.67222222,17.94076667,28.91666667
1834,76,OHARE,70,ASHBURN,Night,Weekdays,0.482758621,56,81.54255952,40.1950875,84.16928571
28733,24,WEST TOWN,49,ROSELAND,PM Period,Weekend/Holidays,0.120689655,14,81.5,20.9806,35.23214286
28091,49,ROSELAND,50,PULLMAN,Night,Weekdays,0.103448276,12,81.18611111,7.227558333,15.4375
31971,13,NORTH PARK,33,NEAR SOUTH SIDE,PM Period,Weekdays,0.24137931,28,81.0672619,16.67615,31.97107143
28311,40,WASHINGTON PARK,32,LOOP,PM Period,Weekend/Holidays,0.112068966,13,81.03076923,8.492130769,24.90384615
16925,56,GARFIELD RIDGE,55,HEGEWISCH,AM Period,Weekdays,0.017241379,2,81,36.76435,87.925
9905,16,IRVING PARK,63,GAGE PARK,PM Period,Weekdays,0.00862069,1,81,36.064,68.5
15852,10,NORWOOD PARK,33,NEAR SOUTH SIDE,PM Period,Weekend/Holidays,0.017241379,2,80.80833333,43.42975,79.625
9208,4,LINCOLN SQUARE,74,MOUNT GREENWOOD,PM Period,Weekdays,0.00862069,1,80.8,41.5541,65.5
13816,56,GARFIELD RIDGE,52,EAST SIDE,Lunch Period,Weekend/Holidays,0.017241379,2,80.69166667,23.15985,71.75
7622,43,SOUTH SHORE,57,ARCHER HEIGHTS,Lunch Period,Weekdays,0.00862069,1,80.68333333,48.8313,78
12007,69,GREATER GRAND CROSSING,22,LOGAN SQUARE,PM Period,Weekdays,0.00862069,1,80.66666667,24.472,50.5
11028,19,BELMONT CRAGIN,74,MOUNT GREENWOOD,PM Period,Weekdays,0.00862069,1,80.53333333,28.3038,53.75
21371,1,ROGERS PARK,73,WASHINGTON HEIGHTS,Lunch Period,Weekend/Holidays,0.034482759,4,80.52916667,18.3057,30.0625
13314,45,AVALON PARK,4,LINCOLN SQUARE,PM Period,Weekdays,0.00862069,1,80.48333333,35.9352,64.5
17442,44,CHATHAM,64,CLEARING,AM Period,Weekdays,0.025862069,3,80.25,15.46673333,28.75
11182,72,BEVERLY,4,LINCOLN SQUARE,AM Period,Weekdays,0.00862069,1,80.21666667,42.7777,70.25
12141,36,OAKLAND,46,SOUTH CHICAGO,PM Period,Weekend/Holidays,0.00862069,1,80.11666667,11.5759,39.5
7812,77,EDGEWATER,64,CLEARING,PM Period,Weekdays,0.00862069,1,80,2.254,60
9163,5,NORTH CENTER,26,WEST GARFIELD PARK,AM Period,Weekend/Holidays,0.00862069,1,80,2.093,60
8608,52,EAST SIDE,76,OHARE,PM Period,Weekdays,0.00862069,1,80,0,85
8406,64,CLEARING,7,LINCOLN PARK,PM Period,Weekdays,0.00862069,1,79.98333333,26.7582,67.5
23442,76,OHARE,45,AVALON PARK,Night,Weekdays,0.051724138,6,79.96944444,48.09338333,82.29166667
15878,10,NORWOOD PARK,43,SOUTH SHORE,PM Period,Weekdays,0.017241379,2,79.79166667,36.8851,59.375
27884,56,GARFIELD RIDGE,46,SOUTH CHICAGO,Night,Weekend/Holidays,0.103448276,12,79.75138889,25.329325,48.725
14209,76,OHARE,52,EAST SIDE,Lunch Period,Weekdays,0.017241379,2,79.5,4.2665,135.75
15992,37,FULLER PARK,33,NEAR SOUTH SIDE,AM Period,Weekend/Holidays,0.017241379,2,79.425,1.3202,16
10714,12,FOREST GLEN,56,GARFIELD RIDGE,PM Period,Weekend/Holidays,0.00862069,1,79.38333333,24.8423,50.25
7854,49,ROSELAND,19,BELMONT CRAGIN,PM Period,Weekdays,0.00862069,1,79.28333333,36.0479,63.5
16610,19,BELMONT CRAGIN,49,ROSELAND,PM Period,Weekdays,0.017241379,2,79.28333333,33.0372,56.375
16143,1,ROGERS PARK,54,RIVERDALE,PM Period,Weekdays,0.017241379,2,79.14166667,43.6793,71.125
15392,46,SOUTH CHICAGO,13,NORTH PARK,Lunch Period,Weekdays,0.017241379,2,79.05,56.833,86.25
28406,20,HERMOSA,76,OHARE,Night,Weekdays,0.112068966,13,78.8974359,16.70808462,35.77615385
20280,46,SOUTH CHICAGO,76,OHARE,PM Period,Weekdays,0.034482759,4,78.87083333,46.66585,72.875
